ItemCode,Description,CasePack,Source
SuaSheet-98038,18ct Suavitel Dryer Sheets Waterfall Mist,15,20d3b551-AB_Catalog_part001020.pdf
DW360-12748,360ml Downy Aroma Floral,12,20d3b551-AB_Catalog_part001020.pdf
DW730-16098,730ml Downy Amanecer,9,20d3b551-AB_Catalog_part001020.pdf
DW730-25395,730ml Downy Floral,9,20d3b551-AB_Catalog_part001020.pdf
DW750-12603,750ml Downy Black Elegance,9,20d3b551-AB_Catalog_part001020.pdf
DW24-23025,24oz Downy Liquid April Fresh,6,20d3b551-AB_Catalog_part001020.pdf
DW50-00797,DIUQIL YRDNUAL 50oz Downy Fresh Lavender Dream,8,20d3b551-AB_Catalog_part001020.pdf
DW50-01098,YRDNUAL 50oz Downy Fresh Sweet Summer,8,20d3b551-AB_Catalog_part001020.pdf
DW2-17569,2.60L Downy Black Elegance,6,20d3b551-AB_Catalog_part001020.pdf
DW2-17574,2.60L Downy Tango Passion,6,20d3b551-AB_Catalog_part001020.pdf
DW2-17576,2.60L Downy Romance,6,20d3b551-AB_Catalog_part001020.pdf
DW147-15026,147oz Downy Softener April Fresh,4,20d3b551-AB_Catalog_part001020.pdf
SUA10-01465,RENETFOS 10.5oz Suavitel Fabric Softener Shed Shield Fresh,12,e1edcc6e-AB_Catalog_part021040.pdf
SUA10-00962,10.5oz Suavitel Fabric Softener Soothing Lavender,12,e1edcc6e-AB_Catalog_part021040.pdf
SUA10-00952,10.5oz Suavitel Fabric Softener Waterfall Mist {Light Blue},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA13-02430,13.5oz Suavitel Fabric Softener Field Flowers {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA13-02439,13.5oz Suavitel Fabric Softener Lavender {Purple},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA13-02445,13.5oz Suavitel Fabric Softener Morning Sun {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA13-02447,13.5oz Suavitel Fabric Softener Green Apple {Green},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA450-05141,450ml Suavitel Fresca Primavera {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA450-05142,450ml Suavitel Aroma De Sol {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA850-01630,850ml Suavitel Primavera {Blue},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA850-01631,850ml Suavitel Aroma De Sol {Yellow},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA850-05010,850ml Suavitel Anochecer {Purple},12,e1edcc6e-AB_Catalog_part021040.pdf
SUA46-00940,46oz Suavitel Fabric Softener Morning Sun {Yellow},6,e1edcc6e-AB_Catalog_part021040.pdf
SUA64-23051,64oz Suavitel Fabric Softener Field Flowers {Blue},6,e1edcc6e-AB_Catalog_part021040.pdf
SUA64-71122,RENETFOS 64oz Suavitel Fabric Softener Morning Sun {Yellow},6,e1edcc6e-AB_Catalog_part021040.pdf
SUA64-23315,64oz Suavitel Fabric Softener Green Apple {Green},6,e1edcc6e-AB_Catalog_part021040.pdf
SUA100-00900,100oz Suavitel Fabric Softener Soothing Lavender,4,e1edcc6e-AB_Catalog_part021040.pdf
SUA101-65980,101oz Suavitel Fabric Softener Blanca {White},4,e1edcc6e-AB_Catalog_part021040.pdf
SUA105-00894,105oz Suavitel Fabric Softener Field Flowers {Blue},4,e1edcc6e-AB_Catalog_part021040.pdf
SUA105-00905,105oz Suavitel Fabric Softener Morning Sun,4,e1edcc6e-AB_Catalog_part021040.pdf
Foca-90000,33.8oz Foca Fabric Softener,12,e1edcc6e-AB_Catalog_part021040.pdf
FT72-01110,LAUNDRY FT72-01111 72oz Final Touch 72oz Final Touch Fabric Softener Fabric Softener Spring Fresh Lavender Fields,6,e1edcc6e-AB_Catalog_part021040.pdf
FT130-01107,130oz Final Touch Fabric Softener Spring Fresh,12,e1edcc6e-AB_Catalog_part021040.pdf
FBFR-02304,32oz Fab Fabric Refresher Lasting Freshness,12,e1edcc6e-AB_Catalog_part021040.pdf
DW16-14182,RENETFOS 16oz Downy Purifying Rinse Cool Cotton,12,e1edcc6e-AB_Catalog_part021040.pdf
DW360-25402,360ml Downy Exotic,12,e1edcc6e-AB_Catalog_part021040.pdf
