UPC,Description,Unit Cost,Qty
811435007720,SPIC N SPAN 34z ADV MPC LEMON,1.88,1
811435007737,SPIC N SPAN 34z ADV MPC CITRUS,1.88,1
019800702519,WINDEX 23z DISFNCTNT CLNR CITRS TRG,3.25,1
3616303441067,ADIDAS 150ML BDY SPRY VICTRY DEO 48,1.95,1
3616303842574,ADIDAS 150ML SPRY FRSH ENRNCE 72HR,1.95,1
8901030907852,AXE 5z B/S DEO DARK TEMPTATION (12),1.8,1
079400017437,DEGREE 72H 2.6z ADV WMN SEXY INTRGE,3.0,1
3616303440039,ADIDAS 150ML SPRY FRESH 48HR A/P,1.95,1
3616303440428,ADIDAS 150ML SPRY PRO INVSVBLE 48HR,1.95,1
079400265609,DEGREE 2.7oz MENS EXTREME BLAST A/P,3.0,1
079400275325,DEGREE 72HR 2.6z ADV WMN SHEER PWDR,3.0,1
079400118028,DEGREE 72HR 2.6z ADV WMN SHWR CLN,3.0,1
079400587084,DEGREE MENS 72hr ADV ULT CLR B&W AP,3.0,1
4800888221889,DOVE 1.4z BEAUTY FINISH A/P DEO STK,1.9,1
4800888221902,DOVE 1.4z INVISIBLE DRY A/P DEO STK,1.9,1
079400472632,DOVE 1.6z ADV CARING COCONUT A/P,2.25,1
079400061478,Degree MEN 72HR ADV 2.7z ADVNTR AP,3.0,1
079400587190,DEGREE WMN 72HR ADV ULT CLR B&W AP,3.0,1
4800888221896,DOVE 1.4z FRSH CCMBER A/P DEO STK,1.9,1
4800888222787,DOVE 1.4z ULT REPAIR JASMIN A/P DEP,1.9,1
079400472649,DOVE 1.6z ADV ESSENTIAL CCMBR A/P,2.25,1
8909106012714,DOVE 150ML DEO SPRY ADV EVEN TONE,1.95,1
8909106012721,DOVE 150ML DEO SPRY ORIGINAL,1.95,1
079400505279,DOVE 2.6z A/P ADVNCD SHEA EVEN TONE,3.5,1
079400507501,DOVE 2.6z A/P FRESH,2.65,1
079400468291,DOVE 2.6z A/P RSEWD EVEN TONE ADV,3.5,1
8720181566882,DOVE 150ML DEO SPRY FRUITY FRSH AP,1.95,1
079400351203,DOVE 2.6z A/P ADVNCD SHEA BUTTER,3.5,1
079400468284,DOVE 2.6z A/P APPL MNG EVEN TNE ADV,3.5,1
079400468277,DOVE 2.6z A/P PCH BLSM ADV EVN TON,3.5,1
079400458247,DOVE 2.6z ADV A/P ADV APPLE + TEA,3.5,1
079400691446,DOVE 2.6z ADV A/P REJUVANATE PEAR,3.5,1
079400352934,DOVE 2.6z ADV CARE A/P BEAUTY FINSH,3.5,1
079400352972,DOVE 2.6z ADV COOL ESSNTLS A/P,3.5,1
8720181287855,DOVE 200ML SPRY DEO FRESH CARE,2.65,1
8720181556524,DOVE 300ML SPRY CLASSIC FRSH A/P 48,3.6,1
079400513908,DOVE 2.6z ADV A/P SAKURA BLOSSOM,3.5,1
079400593016,DOVE 2.6z ADV CLEAR FINISH A/P,3.5,1
8720181287831,DOVE 200ML SPRY DEO CLASSIC,2.65,1
8720181347252,DOVE 200ML SPRY DEO POWDER SOFT,2.65,1
8720181833373,DOVE 300ML SPRY FRESH A/P 48,3.6,1
8720181556517,DOVE 300ML SPRY MEN CLSSC A/P 48HR,3.6,1
4800888202147,DOVE 40GM FRSH PMGRNTE A/P DEO STK,1.9,1
8999999594381,DOVE 40ML ROLL ON A/P INVS DRY,1.2,1
8999999542108,DOVE 40ML ROLL ON A/P SENSITIVE,1.2,1
96081754,DOVE 50ML DEO STK MEN CLN CMFT A/P,1.9,1
8720181556531,DOVE 300ML SPRY MEN FRESH A/P 48HR,3.6,1
8999999594398,DOVE 40ML ROLL ON A/P CUCUMBER,1.2,1
8999999594367,DOVE 40ML ROLL ON A/P ORIGINAL,1.2,1
59099659,DOVE 50ml DEO STK CLASSIC FRSH A/P,1.9,1
96125595,DOVE 50ml DEO STK MEN FRSH A/P,1.9,1
59099680,DOVE 50ml DEO STK POWDER SOFT A/P,1.9,1
59095385,DOVE 50ML R/O FRESH CARE A/P 48HR,1.4,1
59095408,DOVE 50ML R/O POWDER FRESH A/P 48HR,1.4,1
7702018978120,GILLETTE 70ML DEO GEL A/P COOL WAVE,2.5,1
037000580751,IVORY 2.4z 24HR GENTLE DEO ALOE,3.0,1
59095361,DOVE 50ML R/O CLASSIC FRSH A/P 48HR,1.4,1
59092643,DOVE 50ML R/O MEN CLASSIC A/P 48HR,1.4,1
8710908559235,DOVE 5oz FRSH PEAR/ALOE SPRAY A/P,1.95,1
7702018271788,GILLETTE 70ML DEO GEL AP SPRT TRPMH,2.5,1
037000695905,IVORY 2.4z DEO GENTLE COCONUT,3.0,1
037000580423,IVORY 2.4z GENTLE DEO LAVENDER,3.0,1
022200963695,LSS 1.4oz POWDER INVS DRY A/P DEO,1.25,1
022200960526,LSS 2.3oz WILD FREESIA I/S DRY A/P,1.8,1
022200954402,LSS 2.3z POWDER FRESH I/S A/P DEO,1.8,1
022200940252,MSS 1.8z A/P DEO CLEAN,1.25,1
022200963435,LSS 1.4oz I/D WILD FREESIA A/P DEO,1.25,1
022200962995,LSS 1.4oz SHOWER INVS DRY A/P DEO,1.25,1
022200000307,LSS 2.3z GEL POWER FUSION A/P DEO,2.25,1
022200954419,LSS 2.3z SHOWER FRESH I/S A/P DEO,1.8,1
022200940214,MSS 1.8z FRESH DEO STK,1.25,1
035000970879,MSS 1.8z IRISH SPRING ORIGIANL DEO,1.25,1
022200940221,MSS 1.8z POWER FRESH A/P DEO STK,1.25,1
022200950367,MSS 2.7oz IRISH SPRING ORG A/P,1.8,1
022200930086,MSS 3oz OCEAN SURF DEO CLR STK,1.8,1
022200004923,MSS 3oz POWER ULT SPORT A/P DEO,1.8,1
022200940238,MSS 1.8z OCEAN DEO STK,1.25,1
022200940207,MSS 1.8z REGULAR DEO STK,1.25,1
022200930093,MSS 3oz FRESH DEO,1.8,1
022200004909,MSS 3oz POWER FRESH A/P DEO,1.8,1
022200941525,MSS 3oz REGULAR DEO,1.8,1
812154030716,NATIVE 0.35z DEO EUCALYPTUS & MINT,1.5,1
812154033106,NATIVE 2.65z DEO BLOOD ORANGE,7.0,1
812154031508,NATIVE 2.65z DEO GRPEFRT & BERGAMOT,7.0,1
030772174180,NATIVE 2.65z DEO MANGO & ORNG BLSM,7.0,1
030772215722,NATIVE 2.65z DEO PIECE OF CAKE SENS,6.75,1
812154030617,NATIVE 2.65z DEO BLCKBRRY & GRN TEA,7.0,1
812154037524,NATIVE 2.65z DEO DESERT GRASS SNDLW,7.0,1
812154030211,NATIVE 2.65z DEO JASMINE & CEDAR,7.0,1
030772180730,NATIVE 2.65z DEO PASSIONFRUIT,7.0,1
812154032550,NATIVE 2.65z DEO SNSSTVE CCNT VNLLA,7.0,1
812154030372,NATIVE 2.65z DEO SSNSTVW COTTON LLY,7.0,1
030772174197,NATIVE 2.65z DEO WILD CHERRY & YUZU,7.0,1
812154036695,NATIVE 3.5z WHL BDY DEO SPRY LILAC,8.0,1
4005900388575,NIVEA 150ML SPRY B&W INV FRESH A/P,2.25,1
4005900730275,NIVEA 150ML SPRY B&W INV ULT IMPCT,2.25,1
812154034288,NATIVE 2.65z DEO SURF & SEA MOSS,7.0,1
812154036701,NATIVE 3.5z WHL BDY DEO SPRY CCMBR,8.0,1
812154036688,NATIVE 3.5Z WHL BDY SPRY DEO PEACH,8.0,1
4005900388612,NIVEA 150ML SPRY B&W INV ORGNL A/P,2.25,1
4006000166759,NIVEA 150ML SPRY DERMA DEFEND A/P,2.25,1
4006000175287,NIVEA 150ML SPRY DERMA RESTORE A/P,2.25,1
4006000121550,NIVEA 150ML SPRY DRY COMFORT A/P,2.25,1
4006000192000,NIVEA 150ML SPRY FRESH CHERRY A/P,2.25,1
4005900388810,NIVEA 150ML SPRY MEN COOL KICK A/P,2.25,1
4006000090351,NIVEA 150ML SPRY MEN DEEP SPORT A/P,2.25,1
4006000166803,NIVEA 150ML SPRY DERMA SSNSTVE A/P,2.25,1
4005900494924,NIVEA 150ML SPRY DRY FRESH A/P,2.25,1
4005900730312,NIVEA 150ML SPRY MEN B&W INV ULTMTE,2.25,1
4005900513045,NIVEA 150ML SPRY MEN DEEP DRKWD A/P,2.25,1
4005900494900,NIVEA 150ML SPRY MEN DRY FRESH A/P,2.25,1
4006000050423,NIVEA 150ML SPRY MEN DRY IMPACT A/P,2.25,1
4006000012278,NIVEA 150ML SPRY MEN FRSH SENSATION,2.25,1
4006000191997,NIVEA 150ML SPRY PRL/BTY FINE A/P,2.25,1
4005900253118,NIVEA 50ML R/O PROTECT & CARE,1.65,1
012044000854,OLD SPICE 0.5 A/P PURE SPORT HE,0.75,1
4005900388452,NIVEA 150ML SPRY MEN FRSH ACTVE A/P,2.25,1
4005900388995,NIVEA 150ML SPRY PEARL/BEAUTY A/P,2.25,1
4005808298334,NIVEA 50ML R/O MEN DRY IMPACT AP,1.65,1
012044045183,OLD 0.8 SPICE PURE SPORT HE A/P DEO,0.89,1
012044050682,OLD SPICE 0.5z A/P FIJI,0.75,1
012044000274,OLD SPICE 2.25z PURE SPORT HE DEO,2.25,1
012044056547,OLD SPICE 2.6z SWEAT CAPTAIN A/P,5.5,1
012044045879,OLD SPICE 2PK 2.4z DEO FRESH ENDRNE,6.0,1
012044021804,OLD SPICE 3.25z 2PK ORIGINAL DEO,5.8,1
012044066546,OLD SPICE 3.8z CLR GEL COOL MINT AP,6.0,1
037000944805,OLD SPICE 2.6z SWAGGER A/P DEO,5.5,1
037000944799,OLD SPICE 2.6z SWEAT PURE SPORT AP,4.75,1
012044045862,OLD SPICE 2PK 2.4z DEO SPORT ENDRNE,6.0,1
012044389706,OLD SPICE 3.25z CLASSIC DEO ORIG,3.0,1
012044015728,OLD SPICE 3.8z DEO GEL A/P SWAGGER,6.0,1
012044000236,OLD SPICE 3z HIGH ENDRNCE A/P ORG,3.25,1
012044000250,OLD SPICE 3z PURE SPORT H/E A/P DEO,3.25,1
8700216946414,OLD SPICE 50ML NIGHTPANTHER DEO STK,2.4,1
4084500019195,OLD SPICE 50ML WOLFTHORN DEO STK,2.4,1
012044062333,OLD SPICE DEO 3PK 3.4z FRESH,10.5,1
012044000243,OLD SPICE 3z HIGH ENDRNCE FRESH A/P,3.25,1
8006540424186,OLD SPICE 50ML NIGHT PANTHR DEO STK,2.4,1
5000174003451,OLD SPICE 50ML ORIGINAL DEO STK,2.4,1
012044038925,OLD SPICE 85GM PURE SPRT DEO,2.5,1
5012583200864,RIGHT GUARD 250ML A/P SPRY COOL,2.6,1
037000123316,SECRET 1.6z I/S POWDER FRSH A/P DEO,2.5,1
037000124450,SECRET 1.7z SOLID SHWR FRSH A/P DEO,1.5,1
037000814252,SECRET 2.6z I/S CLN LVNDER A/P,3.5,1
037000123453,SECRET 2.6z I/S SHWR FRSH A/P,3.5,1
037000124511,SECRET 2.7z POWDER FRESH DEO A/P,3.0,1
037000124429,SECRET 1.7z SOLID PWDR FRSH A/P DEO,1.5,1
037000827399,SECRET 2.6 2PK I/S CLEAN LAVENDER,7.2,1
037000123439,Secret 2.6z I/S PWDR FRESH,3.5,1
037000124306,SECRET 2.6z I/S spring breeze,3.5,1
030772142073,SECRET 2PC WHLE BDY SPRY+CRM PEACH,10.0,1
030772241264,SECRET 3PK 2.7z I/S POWDER FRESH,9.0,1
030772219195,SECRET 4PK 2.6z PDQÂ I/S A/P DEO AS,14.0,1
033200976936,A&H 36z LIQ DET DEEP CLN FREE & CLR,3.5,1
030772167533,ARIEL 42oz ULT LIQ DET COLOR STYLE,5.0,1
055500559787,CLOROX 2.4lt SCNTVA BLEACH LVNDR,3.6,1
030772167601,ERA 141z LIQ DET OXI BOOSTER,10.0,1
030772265840,ARIEL 24oz ULTRA LIQ DET COLOR STYL,2.88,1
055500017263,CLOROX 1.27LT ORIGINAL BLEACH HE,2.85,1
055500017348,CLOROX 3.57 LIT ORIGINAL BLEACH HE,5.25,1
030772167618,ERA 141z LIQ DET ULT ACTIVE STAIN,10.0,1
030772167595,ERA 42z LIQ DET ACTIVE STAINFIGHTER,3.95,1
030772242827,GAIN 12CT FLING DET POD ORIGINAL,3.6,1
030772247846,GAIN 15CT FLINGS DET MOONLGHT BREZE,4.4,1
030772247655,GAIN 39z LIQ DET ORIGINAL,5.25,1
030772242810,GAIN 12CT FLING DET POD MNLGHT BRZE,3.6,1
030772247853,GAIN 15CT FLINGS DET ISLAND FRESH,4.4,1
030772247815,GAIN 15CT FLINGS DET WATERFALL,4.4,1
757037512449,OXI CLEAN 12z MAX FORCE LNDRY TRGR,3.5,1
024200055790,PERSIL 164z LIQ DET ORGINAL 125LD,12.5,1
046500702273,SHOUT 18z ADV GRSE BSTNG FOAM ARSL,3.25,1
046500622489,SHOUT 24CT COLOR CATCHER SHEETS,3.88,1
856576005617,SPOT 60CT DTRGNT SHEETS FRESH LINEN,4.0,1
062338029276,SPRY N WSH 6.7z LAUNDRY STAIN RMVR,2.4,1
024200053680,PERSIL 57CT ULT DET PACS ACTIVEWEAR,11.0,1
046500723872,SHOUT 22z ADV GEL STAIN RMVR TRGR,4.25,1
046500022692,SHOUT 8.7z ADV ULTRA GEL W/SCRBBR,3.25,1
062338812687,SPRAY N WASH 16z LNDRY STN RMVR MAX,2.75,1
037000007630,TIDE 10z SIMPLY ALL IN 1 RFSHNG BRZ,0.96,1
030772247518,TIDE 14CT DET PODS ORIGINAL 3n1,4.4,1
030772230213,TIDE 18PC LIQ DET 25z RED DISPLAY,4.88,1
4987176342041,TIDE 30.8z LIQ DET XPRT CLN DEEP CL,3.0,1
030772120927,TIDE 32z SIMPLY ALL IN 1 DAYBREAK,3.25,1
030772125939,TIDE 8z SIMPLY ALL IN 1 RFRSHNG BRZ,0.96,1
037000930358,TIDE 16CT DET PODS ORIGINAL 3n1,4.75,1
037000903918,TIDE 25z SIMPLY ALL IN 1 DAYBREAK,2.88,1
037000908166,TIDE 31z SIMPLY RFRSH BRZE LIQ DET,3.25,1
030772180167,TIDE 8CT DET PODS SPRNG MDW 3n1,2.75,1
030772268414,TIDE 94oz SIMPLY LIQ OXI SNSHN BRZE,8.99,1
030772146934,D TIDE SIMPLY 60PC I DISP 31z/32z S,3.25,1
068060463043,,2.25,1
021200513152,3M SCOTCH 3PK DELICATE GNTLE SPONGE,2.25,1
021200598463,3M SCOTCH 3PK ZERO-SCRATCH SPONGE,2.25,1
035000446732,AJAX 28oz DISH LIQ LEMON,1.96,1
021200572357,3M SCOTCH 3PK HVY DUTY SPONGE,2.25,1
035000446749,AJAX 28oz DISH LIQ GRAPEFRUIT,1.96,1
035000446763,AJAX 28oz DISH LIQ LIME,1.96,1
035000446787,AJAX 28oz DISH LIQ ORANGE TRIPLE AC,1.96,1
035000498625,AJAX 52oz GRAPEFRUIT BLEACH ALT.,3.25,1
827854017684,AJAX 52oz ULTRA LEMON DISH LIQ,3.25,1
827854011156,AJAX ULT 28z DISH LIQ LVNDR W/FABLS,1.96,1
037000807049,CASCADE 14CT PLTNM DISH TAB FRESH,2.65,1
035000972392,AJAX 52oz CHARCOAL CITRUS DISH,3.25,1
035000498632,AJAX 52oz LIME BLEACH ALTERNATIVE,3.25,1
827854029465,AJAX 52oz ULTRA ORANGE TRPL DISH LQ,3.25,1
030772155356,CASCADE 12CT PLTNM DISH TAB FRESH,2.65,1
037000880417,CASCADE CMPLETE 18CT DISH TAB LEMON,4.25,1
037000807209,CASCADE PLTNM 21CT DISH TAB FRESH,4.75,1
030772133903,CASCADE PLTNM 9CT DISH TAB FRESH,2.25,1
811435002152,CHORE BOY 2PK COPPER SCRUBBERS,1.8,1
030772159385,DAWN 16Z PLAT POWERWASH CRISP LILAC,4.5,1
030772137437,DAWN 24z ULT DISH LIQ ORIGINAL,3.5,1
030772157763,CASCADE PLTNM 22CT DISH TAB LEMON,4.75,1
030772216842,CASECADE 4CT CMPLTE W/DAWN FRESH,0.8,1
037000537823,DAWN 14.6z DISH LIQ ORIG SIMPLY CLN,1.25,1
030772094037,DAWN 18z ULT DISH LIQ ORIGINAL,3.0,1
030772187272,D DAWN 40PC DISP I DISH LIQ/DISH SPRY S,3.6,1
00030772251669,D DAWN 45PC 16z I POWERWASH DISPLAY S,4.5,1
00030772189658,D DAWN 48PC POWERWASH I 16z TRG/RFL DIS S,4.0,1
030772207079,DAWN 5.8z ULT DISH LIQ APPLE BLOSSM,1.1,1
030772044506,D DAWN 60PC DISP I DISH LIQ ORIG/PLTNM S,2.5,1
030772189634,D DAWN PLATINUM I 32PC DISP 17.4z/24.3z S,3.6,1
8001841958279,FAIRY 26CT ALL IN 1 DISH TAB LEMON,3.6,1
051700932566,FINISH 64CT PWRBLL QNTUM ORIGNL TAB,10.5,1
037000976226,GAIN 21.6z ULT HNY BRY HULA DSHLIQ,2.25,1
030772077887,GAIN 24.3z ULT HNY BRY HULA DSH LIQ,2.5,1
051700983056,FINISH 12CT QUANTUM PWRBLL DISH TAB,2.5,1
5059001013996,FINISH 800ml RINSE & SHINE AID LMN,3.6,1
037000976189,GAIN 21.6z ULT ORIG DISH LIQ,2.25,1
030772077870,GAIN 24.3z ULT ORIG DISH LIQ,2.5,1
037000743460,GAIN 38z ULT DISH LIQ ORIGINAL,3.6,1
037000976141,GAIN 8z ULT CLN DISH LIQ ORIG,0.95,1
037000255741,IVORY 24z DISH LIQ CLASSIC SCNT,2.9,1
827854007203,PALMOLIVE 145z ORANGE DISH LIQ,8.4,1
827854011026,PALMOLIVE 28oz DISH LIQ LAVENDER,2.0,1
030772088449,GAIN 8z ULT CLN DISH LIQ BLCH HONEY,0.95,1
037000976141,GAIN 8z ULT DISH LIQ ORIGINAL,0.95,1
827854007234,PALMOLIVE 145z LEMON DISH LIQ,8.4,1
827854007241,PALMOLIVE 145z ORIGINAL DISH LIQ,8.4,1
827854007302,PALMOLIVE 28z CITRUS & SALT DSH LIQ,2.0,1
058000312791,PALMOLIVE 28z LEMON DISH LIQ,2.0,1
035000450937,PALMOLIVE 32.5z ULT ORIG DISH LIQ,3.0,1
058000312852,PALMOLIVE 28z ORANGE DISH LIQ,2.0,1
033200976608,A&H 18Z IN WASH SCNT BSTR CRISP CLN,2.5,1
037000823322,BOUNCE 34CT DRYER SHEET OUTDOOR,2.0,1
037000958604,D BOUNCE 90PC 15CT I DRYER SHEET DISPLY S,0.84,1
030772052075,DAWN 24.3z DISH LIQ PLTNM FRSH RAIN,3.6,1
037000958604,BOUNCE 15CT DRYER SHTS OUTDOOR FRSH,0.84,1
030772097700,DOWNY 1.24z SCNT BOOST APRIL FRESH,0.95,1
037000759423,DOWNY 10z ULT F/S COOL COTTON,1.1,1
030772232170,D DOWNY 21PC F/S I INTENSE 24z DISPLAY S,3.0,1
030772143049,DOWNY 3.3z SCNT BSTR UNSTPBLE FRSH,2.25,1
030772206874,D DOWNY 30PC 5z I BOOSTER DISPLAY S,3.6,1
037000823292,DOWNY 34CT DRYER SHEETS APRIL FRESH,2.4,1
030772141694,DOWNY 16z FABRIC RINSE OUT ODOR,3.6,1
030772206232,DOWNY 38z F/S COZY CHAI LATTE,6.0,1
