Item,SKU,UPC,Unit Cost,Case Size
Gibson home 7pc ss cutlery set,HSWE040851,085081873613,5.50,8
Rite aid children's fever reducer & pain ...,HEAL040755,011822788397,0.25,48
Rite aid electrolyte solution strawberry ...,HEAL040750,011822407946,0.90,6
Large jar candle blush tonka 18.1oz,CAND040858,644911015540,3.50,4
Gibson home 3pc baking pan set ni,BAKE040848,085081587183,8.50,6
Signature soy jar candle heritage pumpkin...,CAND040857,644911011429,3.50,4
Large jar candle honeybell & crème 18.1oz,CAND040856,644911015526,3.50,4
Cvs waterproof adhisive tape 1/2x5yds 2pk,HEAL040601,050428329320,1.00,24
Delta children rainbow wood bookcase 15.7...,HSWE040855,080213162818,14.00,1
"Rite aid 25ct gauze pad 2""x2""",HEAL040607,011822512589,0.65,48
"Rite aid 10ct gauze pads 4""x4""",HEAL040606,011822812603,0.65,48
"Rite aid 5ct gauze roll 4""x4.1 yd",HEAL040604,011822828000,1.20,48
Assorted fabric bandages tan 30ct,HEAL040608,032251914669,0.65,24
"Nhl franklin 1040 power fused 56"" hockey ...",SPOR040669,025725550395,6.50,6
"Nhl franklin 1010 street tech youth 40"" h...",SPOR040663,025725534470,5.00,6
"Nhl franklin 1040 power fused 56"" hockey ...",SPOR040668,025725550401,6.50,6
"Nhl franklin 1040 power fused 48"" hockey ...",SPOR040667,025725550418,6.50,6
"Nhl franklin 1010 street tech jr 52"" hock...",SPOR040659,025725218981,6.25,6
Stylus studio pen jack skellington,STAT040379,092298915050,0.20,6
"Franklin nhl 1010 street tech jr 52"" hock...",SPOR040660,025725218974,6.50,6
Franklin metal inflating needles 3ct,SPOR040649,025725416745,0.50,72
"Franklin 9.5"" pvc baseball glove black/wh...",SPOR040638,025725437146,5.00,6
Sp kiwi select sport shoe laces 1 pair 45...,SOFT041061,031600633947,0.40,45
Freshly sweet paprika 3.25oz – wholesale ...,FOOD040070,6281063882039,0.50,12
Rite aid folding travel toothbrush,BEAU040816,011822888660,0.30,144
Wine bottle stopper - love wine,HSWE039810,022494238080,1.15,96
Signature soy jar candle coastal linen 15...,CAND040724,644911028632,3.50,4
Signature soy jar candle sugarcane guava ...,CAND040723,644911028601,3.50,4
Signature soy jar candle jasmine peony 15...,CAND040716,644911028571,3.50,4
Signature soy jar candle vanilla oak 15.1oz,CAND040715,644911028656,3.50,4
Signature soy jar candle lush amazon 15.1oz,CAND040720,644911008481,3.50,4
Parmesan garlic sauce mix .87 oz bb 3/31/26,FOOD040151,052100056616,0.05,12
Signature soy jar candle island moonlight...,CAND040719,644911028557,3.50,4
Signature soy jar candle eucalyptus sage ...,CAND040718,644911028588,3.50,4
Signature soy jar candle sandalwood shore...,CAND040717,644911028564,3.50,4
Signature soy jar candle cozy nights 15.1oz,CAND040714,644911028625,3.50,4
Signature soy jar candle blushing amber 1...,CAND040712,644911028649,3.50,4
Signature soy jar candle bali sunrise 15.1oz,CAND040713,644911028540,3.50,4
Signature soy jar candle coconut milk 15.1oz,CAND040711,644911028618,3.50,4
Fashion plates: fashion faces arts and cr...,ARTS040676,093514233132,5.00,6
Tranquilty gift kit - air - breathe. clar...,HEAL040576,810135160032,0.60,4
"12x180"" lime grn shelf liner",HSWE040536,850023387387,3.35,12
"20x48"" assorted shelf liner  - may be +/-...",HSWE040521,850023387417,2.00,42
"12x48"" lime grn shelf liner",HSWE040508,850023387349,1.00,24
"20x60"" assorted shelf liner - may be +/- ...",HSWE040515,850023387431,2.15,48
"20x84"" assorted shelf liner - may be +/- ...",HSWE040514,850023387448,2.50,48
Tranquilty gift kit - earth - ground. gro...,HEAL040575,810135160025,0.60,4
Tranquilty gift kit - fire - spark. burn....,HEAL040573,810135160001,0.60,4
Tranquilty gift kit - water - pour. clean...,HEAL040574,810135160018,0.60,4
Barbie fashion - ken wedding outfit,TOYS040727,194735094080,1.80,8
"60"" rnd printed vinyl tablecloth",HSWE040507,850023387165,1.50,24
Rip cord bubble flyer,TOYS040401,677869201703,3.60,6
Gibson home bow wow meow 3pc elevated pet...,PETS040384,085081455772,4.00,3
Dove body scrub sugar cookie 3.5oz',BEAU040549,011111053403,1.35,12
Tangle jr fuzzies (triangle box in 25 uni...,TOYS040441,723459029001,1.10,50
Gibson home bow wow meow 3pc elevated pet...,PETS040385,085081455758,4.00,3
Tangle palm classic (triangle box in 14 u...,TOYS040442,723459010313,1.50,56
4pk gibson ss teaspoons ni,HSWE040411,085081764126,0.70,24
Handheld bubble spinner,TOYS040396,677869201871,2.40,12
24pc ss flatware set ni,HSWE040412,085081032348,8.00,6
"Rite aid 25ct gauze pads 4""x4""",HEAL040600,011822885683,0.50,48
"Rite aid 50ct gauze sponge 4""",HEAL040598,011822627993,1.00,24
Rite aid 42ct moist wipes  2pk,HEAL040595,011822052351,1.20,6
"Rite aid 8ct silicone bandages 1.65 x 4""",HEAL040599,011822098953,0.40,24
Conair jaw clips 3ct ni,BEAU040268,043194162673,0.65,48
Conair flat banana combs 3ct ni,BEAU040267,043194146994,0.65,48
Conair octopus jaw clips 3ct ni,BEAU040262,043194358113,1.00,48
Scrub sponge holder ni,HSWE040572,813151010497,0.60,24
Glade automatic spray orange zest & clove...,CLEA040459,197981002939,4.65,3
The magic formula party game,TOYS040365,620373033018,1.25,12
Playmonster trailz intro strategy game 2 ...,TOYS040366,093514074858,0.75,4
Chapstick vanilla icing.15oz exp 2/29/2028,BEAU040128,305736554958,0.55,144
Meltdown family game,TOYS040350,093514068925,1.50,3
Hasbro galaxy goldmine game,TOYS040349,195166229577,2.50,4
"Disney pixar lightyear alpha class 7"" fig...",TOYS040339,194735069101,1.50,3
8.3 cup freeze & heat food storage - asst...,HSWE040405,833419000718,1.00,48
14.43in x 2.56in plastic microwave cover ...,HSWE040406,833419002132,0.50,24
Suave kids 3n1 lavender 16.5oz,BEAU040392,079400498298,2.50,4
Flomagic spray stencil kit enchanted,ASTV040049,740275303559,3.00,4
2pc gift set - potholder and dishtowel - ...,HSWE039975,738215543844,1.20,80
Tablecloth -  52 x 52 deck the halls plaid,HSWE039959,738215561596,3.00,30
60x84 tablecloth shamrock shake,HSWE039979,738215908155,2.15,20
18''x28'' set of 2 dishtowels - all my love,HSWE039998,738215564979,1.65,48
Apron - tackle your appetite,HSWE039971,738215561459,2.15,40
2pc set spatula and cookie cutter - hop i...,HSWE039969,738215556929,1.10,48
Apron - cottontail farmhouse,HSWE039964,738215543004,2.15,12
18''x28'' set of 2 dishtowels - jolly,HSWE039950,738215549334,1.65,48
72''x14'' table runner - sleigh bells chr...,HSWE039958,738215547859,2.00,12
Apron - fab-yule-ous christmas,HSWE039947,738215554673,2.15,12
Tablecloth -  60 x 84 festival of lights,HSWE039909,738215541147,3.00,12
27ct cascade complete pods - lemon scent,CLEA040126,037000880530,4.50,4
Paas marble egg decorating kit shelf tray,SEAS040299,071169394071,1.00,46
Paas mermaid tails  egg decorating kit sh...,SEAS040295,071169357762,1.25,46
Paas magic color wipes egg decorating kit...,SEAS040289,071169370860,1.00,46
6pc measuring spoons,HSWE040228,076753720588,0.80,24
Melon baller - double head,HSWE040226,076753200103,0.75,72
Apron -- another year,HSWE039911,738215546333,2.15,12
10oz mug - best face,HSWE039929,738215553591,0.75,48
Stp all season gasoline water remover 5.2...,AUTO039819,071153785724,1.50,12
Babyganics daily lotion chamomile verbena...,BEAU040168,813277014720,1.75,6
3pk travel lint rollers ni,HSWE039869,714415642327,1.20,72
Travel snack container - 6.8in x 2.6in ni,HSWE039904,067742600707,0.60,48
Beer glass to go ni,HSWE039900,067742604002,0.80,144
Mushroom salt and pepper shakers ni,HSWE039905,067742285485,1.65,72
Acu-rite clock/thermometer 8.5in basic bl...,HSWE040127,072397024167,3.00,4
10pk 12-24m spiderman spidermas qrt socks,SOFT040023,193159461058,3.50,60
10pk 12-24m minnie mouse sweet xmas qrt s...,SOFT040018,193159460877,3.50,60
10pk 12-24m bluey xmas joy quarter socks,SOFT040016,193159461027,3.50,60
10pk 6-12m spiderman spidermas qrt socks ...,SOFT040020,193159461065,3.50,60
10pk 6-12m minnie mouse sweet xmas qrt socks,SOFT040015,193159460884,3.50,60
10pk 12-24m bluey xmas joy qrt socks,SOFT040014,193159461003,3.50,60
Little miss matched denim & sequin helmet 8+,SPOR039783,016751994109,4.00,2
Little miss matched girls child hologram ...,SPOR039781,016751977560,4.00,2
Razor adult helmet satin plum,SPOR039780,016751978659,4.00,2
Razor adult helmet satin avocado,SPOR039777,016751978611,4.00,2
Spray mop ni,CLEA039875,714415502560,4.00,12
Microfiber mop ni,CLEA039871,714415502829,4.00,24
Loaf cakelet silicone mold - pink ni,BAKE039891,067742355164,2.00,24
Loaf cakelet silicone mold - green ni,BAKE039890,067742355171,2.00,24
Top flight charcoal leatherette foil jour...,STAT039752,075755602809,1.20,6
"Top flight circle notes journal 6"" x 8"" 1...",STAT039749,075755130159,1.20,6
Stand up spreader knife,HSWE039805,022494111093,0.75,12
Stand up spreader knife.,HSWE039804,022494111017,0.75,12
Wine bottle stopper - hot air balloon red...,HSWE039803,022494879184,1.15,96
Wine bottle stopper - hot air balloon ora...,HSWE039802,0,0.75,96
Wine bottle stopper - hot air balloon green,HSWE039801,022494879078,1.15,96
Sp method foaming hand wash refiil 28oz s...,CLEA040040,843536110078,3.75,12
Purex 1.4oz laundry crystals,CLEA039829,024200102456,0.50,156
Dial men 12oz lurosmoth hydrating lotion,BEAU039827,017000044286,1.80,6
"Greenlife 8"" non-stick ceramic frypan yel...",HSWE039393,885837028263,8.00,1
Reynera microfiber mop xl,CLEA038213,082269301500,4.00,12
Reynera household angle broom,CLEA038209,082269020265,2.00,12
Reynera jumbo cotton mop,CLEA038206,082269003756,3.75,12
Glade automatic spray refill pumpkin & gi...,CLEA039692,197981001062,2.40,6
Glade 3-wick candle pumpkin & ginger 6.8o...,CAND039680,197981001307,2.65,3
Gibson everyday stainless steel flatware ...,HSWE038979,085081765000,5.00,4
The country butcher cheese & bacon filled...,PETS039443,741956073822,3.50,10
The country butcher natural dog chews pea...,PETS039440,741956073853,3.50,10
The country butcher natural dog chews cen...,PETS039437,741956070050,4.50,12
Rite aid multi symptom menstrual relief c...,HEAL039434,011822321105,1.00,144
13in  nylon slotted spoon w-grip grey,HSWE039508,073297754963,1.00,24
Rite aid multi symptom menstrual relief c...,HEAL039423,011822021401,0.60,144
Diamond dig it dazzling world,TOYS038484,840023709302,0.60,96
Garden flag - love 12.5in x 18in,GARD038936,846097028585,2.00,11
Garden flag - get lucky 12.5in x 18in,GARD038934,846097028509,2.00,17
Garden flag - welcome 12.5in x 18in,GARD038932,846097028653,2.00,17
Garden flag - love 12.5in x 18in,GARD038929,846097028554,2.00,17
Garden flag - happy easter 12.5in x 18in,GARD038927,846097028523,2.00,17
Garden flag - what if 12.5in x 18in,GARD038926,846097033169,2.00,35
Garden flag - hoppiness lives here 12.5in...,GARD038923,846097028561,2.00,17
Garden flag - happy spring 12.5in x 18in,GARD038922,846097028462,2.00,17
Garden flag - a friend loves 12.5in x 18in,GARD038912,846097043519,2.00,11
Garden flag - cerulean warbles 12.5in x 18in,GARD038903,846097031745,2.00,14
Garden flag - bee happy 12.5in x 18in,GARD038902,846097030755,2.00,38
Garden flag - pumpkin truck 12.5in x 18in,GARD038885,846097043984,2.00,47
Garden flag - halloweenn greetings 12.5in...,GARD038883,846097032247,2.00,32
Garden flag - honeysuckle warblers 12.5in...,GARD038880,846097029605,2.00,23
Garden flag - autumn leaves 12.5in x 18in,GARD038877,846097030120,2.00,11
Garden flag - hovering hummer 12.5in x 18in,GARD038876,846097044707,2.00,17
Gift paper shred 2oz - green,GIFT038666,018697164127,0.35,16
Tissue asrt display solids,GIFT038663,018697305384,0.60,48
Assorted gift bag spinner display rack 19...,GIFT038309,018697087198,15.00,1
Simplicity tie dye hobo bag - white 100% ...,SOFT036143,0070659779336,1.00,72
"Loungie kids pillow lounger cover - 88"" f...",SOFT035033,810010644008,1.00,10
Purple polka dots bean bag covers microfi...,SOFT035031,810010643995,1.00,10
"Loungie lounger pillow cover for kids, 88...",SOFT035028,810010643582,2.50,10
"Stuffed animal storage bean bag cover, ex...",SOFT035027,810010643759,1.00,10
Princess pink bean bag covers microfiber ...,SOFT035026,810010643575,2.25,10
"Stuffed animal storage bean bag cover, ex...",SOFT035025,810010643735,2.25,10
Stuffed animal storage beanbag cover - 55...,SOFT035024,810010643773,2.25,10
Loungie stuffed animal storage bean bag c...,SOFT035023,810010643667,2.25,10
Stuffed animal storage beanbag cover - 55...,SOFT035022,810010643711,2.25,10
Loungie stuffed animal storage bean bag c...,SOFT035021,810010643605,2.25,10
Loungie bean bag cover - stuffed animal s...,SOFT035017,810010643728,1.75,10
"Center medallion 18"" pillow cover",SOFT034731,844353549348,1.50,38
My happy place metal ornament,SEAS036048,703800028136,0.50,96
Agua rocks glass glossy sleeve set 4ct 12oz,HSWE038218,850062787179,2.00,6
Rolling her eyes large sign,HSWE036052,672649869272,0.30,300
"Petals nurse photo frame 2""x2""",HSWE036050,672649258977,1.00,24
Oklahoma tea towel,HSWE036049,672649886071,1.00,60
Mermaid slim can cooler,HSWE036046,672649155047,1.50,24
"Haight ashbury nurse photo frame 2""x2""",HSWE036040,672649256904,1.00,24
Go away medium sign,HSWE036038,672649868633,0.30,300
First responder large desk sign,HSWE036035,672649310286,0.30,300
"Dad, i love you rocks glass 10oz",HSWE036032,672649292681,0.75,24
Can't understand it large sign,HSWE036029,672649869104,0.30,300
Busy pretending large sign,HSWE036028,672649869135,0.30,300
Best friend slim can cooler,HSWE036027,672649155115,1.50,24
Best friend large sign,HSWE036026,672649310231,0.30,300
Byo 19oz plstc wine tumbler changing colo...,HSWE035897,844983046941,1.60,18
Byo color changing plastic wine tumbler 1...,HSWE035896,844983047115,1.60,18
"Large leaf pick 2pc set 22""l",HSWE034665,20210504100323,3.50,72
"Floral & cotton pick 2pc set 24""l",HSWE034662,20210504100038,3.50,48
"Gold bristle pick 2pc set 27""l",HSWE034660,20210504095940,3.50,60
Large square gift bag - holiday doe in th...,GIFT036614,078228002250,1.00,60
Ncaa michigan wolverines  led solar torch...,GARD036983,810028057111,7.50,6
"Nfl atlanta falcons  led solar torch 36""",GARD036982,810028051843,7.50,6
"Mlb st. louis cardinals led solar torch 36""",GARD036225,810028057623,7.50,6
Ncaa mississippi ole miss led solar torch...,GARD036211,810028052277,7.50,6
"Nfl new orleans saints led solar torch  36""",GARD036196,810028052048,7.50,6
Nfl los angeles chargers small ceramic he...,GIFT034110,812081032418,1.00,12
Ncaa virginia tech hokies small ceramic h...,GIFT034108,812081033033,1.00,12
Ncaa texas a&m aggies small ceramic helme...,GIFT034107,812081032876,2.50,12
Ncaa south carolina gamecocks small ceram...,GIFT034106,812081033019,1.00,12
Nfl tenessee titans small ceramic helmet,GIFT034104,812081032067,2.50,12
Nfl tampa bay buccaneers small ceramic he...,GIFT034103,812081032050,2.50,12
Nfl las vegas raiders small ceramic helmet,GIFT034098,812081032005,2.50,12
Nfl los angeles chargers small ceramic he...,GIFT034097,812081031923,2.50,12
Nfl houston texans small ceramic helmet,GIFT034094,812081031886,2.50,12
Nfl dallas cowboys small ceramic helmet,GIFT034092,812081031848,2.50,12
Nfl baltimore ravens small ceramic helmet...,GIFT034090,812081031787,1.00,12
Ncaa south carolina gamecocks small ceram...,GIFT034088,812081032708,2.50,12
Ncaa miami hurricanes small ceramic helmet,GIFT034085,812081032159,2.50,12
"Nhl washington capitals led solar torch 36""",GARD036184,810028057364,5.00,6
"Nhl minnesota wild led solar torch 36""",GARD036178,810028057258,7.50,6
Tye dye unicorn hoodie journal,STAT021535,603250218654,0.70,24
Shapr imge wghtd blankt 15lb-gry.,SOFT011435,740275050248,18.00,2
Sp women sweaters asst/sizes/brand,SOFT010892,043475033708,6.00,10
Calming comfort duvet cover for weighted ...,SOFT000493,740275050767,0.75,12
"Be grateful pumpkin stand 13.5""l x 21.25""""h",SEAS034622,20210504094846,4.00,12
Child costume-lalaloopsycookie/med,SEAS011911,883028955862,5.00,30
Gift card holdr($2.99)congrts mr&mr,SEAS005616,845445032991,0.30,144
"Sparkle pine cone stem 30""l",HSWE034682,746427873949,3.50,22
Astv wave rack retractable clothes hanger ni,HSWE020286,850014381356,1.50,6
Sp jumbo ice cube molds 4-2in cubes,HSWE016455,076753791403,2.25,20
Santa's favorite face mask,HEAL032393,672649296627,0.25,400
Ncaa-clc texas longhorns lava lamp speaker,ELEC036639,810079442447,8.00,8
Better homes & garden tealight candles 12...,CAND016691,823420919710,0.60,9
Tealght melt warmer curve-prpl,CAND010654,047485407726,1.80,24
Sp schwarzkopf color boost (golden) 1oz,BEAU019698,017000315645,1.20,16
Tennesse air freshener 2pc,AUTO036058,672649867155,0.50,192
"Qualatex 11"" round party balloons ast 6ct...",ARTS036567,071444495974,0.50,72
"Helium foil balloon 18""-baby/spnish.",ARTS006187,071444491693,0.25,100
"Helium balloon 18"" autumn blessings.",ARTS006109,071444434683,0.25,100
