Item,SKU,UPC,Unit Cost,Case Size
Air Wick V.I.P. Pre-Poop Toilet Spray Rosy Setter 1.85oz 378/pt 6/cs,96533,062338965338,0.4167,6
"Air Wick Vibrant Essential Oil, Deep Blue Sea & Beach Wood,1 Warmer & 1 Refill 0.67 oz 196/pt 4/cs",01364,062338001364,0.8125,4
Air Wick Vibrant Glowing Campfire & Starlit Sky/ Winter Woods & Frosted Ivy Mixed Pack 5 Refill 3.38 oz 126/pt,80090,062338009087,1.5,5
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz , White Cranberry & Sugared Currants Essential",80089,062338008981,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz , White Gardenia & Plumeria Essential Oils, Air",80014,062338001432,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz ,Glistening Snow & Frosted Mint Essential Oils,",80907,062338009070,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz ,Island Coconut & Warm Sand Essential Oils,",21050,062338010502,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz ,Sweet Hibiscus & Magnolia Essential Oils, Air",10489,062338010489,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz, Glowing Campfire & Starlit Sky Essential Oils,",00900,062338009001,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz, Rainforest Kiwi & Passion Fruit Essential Oils,",10717,062338010717,0.75,6
"Air Wick Vibrant Plug in Scented Oil 2 Refills Total 1.34oz, Wild Strawberry & Poppy Essential Oils, Air",10496,062338010496,0.75,6
Air Wick Vibrant Plug in Scented Oil 3 Refills Total 202oz Cotton & White Lotus Fragrance Essential Oils,11297,062338012971,0.9167,6
AIR WICK® Scented Oil 1ct 8mL Lavender & Chamomile 16/cs,02092,062338020921,0.0656,16
AIRWICK Scented Oil Refills Lavender & Chamomile 2pk Total 134 FL OZ 217/pt 6/cs,78473,062338784731,0.75,6
AIRWICK Scented Oil Refills Sweet Orange & Lemon Fragrance 2pk Total 134 FL OZ 6/cs,98883,062338988832,0.75,6
Airwick Scented Oil Twin Refill Paradise Retreat Cherry & Coconut 2x.67oz. 217/pt 6/cs,91110,062338911106,0.75,6
All Liquid Laundry Detergent 36 oz Free Clear Odor Relief 56/pt 6/cs,39462,072613739462,0.875,6
"All Liquid Laundry Detergent, Sunshine Fresh Scent OXI Plus Odor Lifter 36 oz 56/pt 6/cs",47333,072613473335,0.9167,6
all Mighty Pacs Laundry Detergent Pacs Free Clear 25 Count 126/pt 4/cs,73983,072613739837,1.875,4
"all Unit Dose Laundry Detergent, Mighty Pacs, Sensitive Fresh Spring Breeze Scent 60 Count 60/pt 4/cs",47507,072613475070,3.4375,4
"Always Daily Protect Panty Liners, Regular Length, Unscented 48 Count 144/pt 5/cs",16165,030772161654,1.15,5
"Always Discreet Incontinence Liners for Women, Very Light Long Length, 44 Count 182/pt 3/cs",88634,037000886341,2.0833,3
Always Discreet Pads 5 Heavy Long 64 Count 1/cs,13633,030772136331,16.75,1
Always Infinity Flex foam Pads for Women Size 2 Overnight with Wings Unscented 16 Count 75/pt 12/cs,17148,037000117148,0.4792,12
Always Infinity Flex foam Pads for Women Size 4 Overnight with Wings Unscented 13 Count 120/pt 6/cs,83095,037000830955,0.9583,6
"ALWAYS Infinity Flex Foam size 1, 18 each 12/cs",11613,037000117131,0.4583,12
"ALWAYS Infinity Flex Foam size 5, 11 each 6/cs",82121,037000821212,0.9583,6
Always Infinity Size 3 Extra Heavy Flow Pads with Wings 14 count 6/cs,89909,037000899099,0.9583,6
Always Liners Daily Extra Protect Extra Long Unscented 92ct 60/pt 4/cs,16347,030772163474,2.0625,4
Always Maxi Overnight Pads - Size 4 - 28ct 36/pt 6/cs,38601,037000386018,1.1417,6
"Always Maxi Pads with Wings Extra Long, Unscented, Size 3, 26 Count 84/pt 3/cs",98347-3,037000983477,2.5833,3
"Always Maxi Pads with Wings Long Super Size 2, 18 Count 60/pt 8/cs",03368,030772033685,0.7812,8
"Always Maxi Pads with Wings, Long/Super Size 2 32 Count 6/cs",05668,037000305668,1.3083,6
ALWAYS Maxi Size 4 Overnight Pads With Wings 16 Count 126/pt 3/cs,03399-3,030772033999,1.9167,3
ALWAYS Maxi Size 4 Overnight Pads With Wings 33 Count 35/pt 6/cs,90331,037000890331,1.4583,6
"ALWAYS Maxi Size 4 Overnight Pads With Wings Unscented, 26 Count 6/cs",89028,037000890287,1.3083,6
ALWAYS Maxi Size 5 Extra Heavy Overnight Pads With Wings 14 Count 90/pt 3/cs,03400,030772034002,1.9167,3
"ALWAYS Maxi Size 5 Extra Heavy Overnight Pads With Wings Unscented, 20 Count 45/pt 6/cs",17902,037000179023,1.3167,6
"Always Maxi Unscented Pads without Wings, Long Super Size 2 42 Count 6/cs",28159,037000281597,1.2083,6
"Always Maxi Unscented Pads without Wings, Regular, 48 Count 6/cs",66103,037000661030,1.225,6
"Always Maxi, Size 5, Extra Heavy Overnight Pads With Wings, Unscented, 27 Count, 6/cs",88930-6,037000889304,1.625,6
"Always Pure Cotton with Flexfoam Pads, Size 1, Regular 14ct 135/pt 6/cs",87964,037000879640,0.9583,6
Always Pure Cotton with Wings Size 1 Regular Unscented - 28ct 3/cs,79770,037000879770,2.75,3
Always Pure Cotton with Wings Size 2 Heavy Unscented - 24ct 3/cs,79794,037000879794,2.75,3
Always Pure Cotton with Wings Size 3 Heavy Unscented - 22ct 128/pt 3/cs,02078,030772020784,2.9167,3
Always Pure Cotton with Wings Size 5 Extra Heavy Overnight Unscented - 18ct 152/pt 3/cs,73136,037000731368,2.9167,3
Always Radiant Pads With Flexi-Wings size 4 Overnight Flow Light Clean Scent 10ct 12/cs,81811,037000818113,0.5208,12
"Always Radiant Regular Pads with Wings, Unscented 14ct. 12/cs",83904,037000839040,0.4792,12
"Always Radiant Size 2 Heavy Flow With Flexi-Wings Light, Clean Scent Pads 13ct 6/cs",54501,037000545019,1.0417,6
Always Thin Daily Protection Regular Liners Unscented 162ct 90/pt 6/cs,26341,030772163412,0.975,6
"Always Thin No Feel Protection Clean Sent Panty Liners, 72 un 72 Count 12/cs",22658,030772022658,0.4583,12
"Always Thin No Feel Protection Unscented Panty Liners, 72 Count 12/cs",02090,030772020906,0.4375,12
Always Thin Pantiliners Regular Clean Fresh Scent 20 Each 24/cs,26899,037000426899,0.0625,24
Always Thin Pantiliners Regular Scent 20 Each (2/12pk) 24/cs,42688,037000426882,0.0729,24
always ultra thin extra heavy overnight pads with wings 15 count 128/pt 6/cs,03350,030772033500,0.9583,6
Always Ultra Thin Overnight Pads w/ Wings Size 4 26ct 6/cs,99089-6,037000990895,1.3083,6
"Always Ultra Thin Pads with Wings, Size 1 ,22 Count 140/pt 6/cs",03339-6,030772033395,0.9167,6
"Always Ultra Thin, Regular, Flexi-Wings Size1 Pads 36ct 108/pt 6/cs",30656,037000306566,1.2917,6
"Always Ultra Thin Pads with Wings, Size 2 ,20 Count 120/pt 6/cs",03341-6,030772033418,0.875,6
"Always Ultra Thin Pads with Wings, Size 3 ,17 Count 128/plt 6/cs",03345,030772033456,0.875,6
"Always Ultra Thin Pads with Wings, Size 4 ,16 Count 12/cs",03352,030772033524,0.4583,12
"Always Ultra Thin Pads, Unscented, Size 2, 40 count 72/pt 6/cs",32494,037000324942,1.375,6
Angel Soft Toilet Paper Mega Rolls 16 ct 320 2-play Sheets Per Roll 24/pt 2/cs,79506,030400795060,4.75,2
Ariel Laundry detergent powder original 22 load 35 oz 75/pt 9/cs,94598,037000945987,0.4444,9
Ariel Laundry Detergent Powder Original Scent 70 oz 50/pt 6/cs,94599,037000945994,1.0833,6
Ariel Powder Laundry Detergent Original Scent 17 oz 24/cs,09459,037000945970,0.0979,24
Ariel Powder Laundry Detergent Original Scent 8oz 48/cs,10924,030772109243,0.026,48
Ariel Powder Laundry Detergent with Downy scent 8 oz 40/pt 48/cs,10923,030772109236,0.0312,48
"Ariel Ultra Concentrado Liquid Laundry Detergent, Color & Style 42oz 72/pt 6/cs",16753,030772167533,0.9583,6
Arm & Hammer Advance White Clean Mint Toothpaste 6oz 275/pt 12/cs,18626,033200186267,0.2292,12
"Arm & Hammer Advanced White Toothpaste, Clean Mint 4.3oz 270/pt 12/cs",18660,033200186601,0.2292,12
"ARM & HAMMER Baby Hypoallergenic Detergent Cuddly Clean Scent, 35 Loads 45.5 Fl oz 45/pt 8/cs",76141,033200976141,0.6562,8
"Arm & Hammer Baby Hypoallergenic Liquid Laundry Detergent, 100.5 oz5 0/pt 4/cs",75847,033200975847,2.375,4
ARM & HAMMER Baking Soda 1 lb. Box 81/pt 24/cs,11108,033200011101,0.0375,24
Arm & Hammer Cat Litter Deodorizer With Baking Soda 20 Oz 126/pt 12/cs,01502,033200150206,0.2083,12
Arm & Hammer Cat Litter Deodorizer With Baking Soda 30 Oz 120/pt 9/cs,15027,033200150275,0.3611,9
Arm & Hammer Complete Care Plus Whitening Fresh Mint Fluoride Anticavity Toothpaste 275/pt 6 oz 12/cs,18053,033200180531,0.2292,12
Arm & Hammer Daily Litter Fragrance Booster Multi-Cat Strength 21.5 Oz 95/pt 8/cs,73027,033200973027,0.4938,8
"ARM & HAMMER Detergent Plus Softener Orchard Bloom Scent 35 Loads , 45.5 Fl oz 45/pt 8/cs",97613,033200976134,0.6562,8
"ARM & HAMMER Detergent Plus Softener Orchard Bloom Scent 77 Loads , 100.5 Fl oz 50/pt 4/cs",02659,033200002659,2.375,4
ARM & Hammer Essentials Solid Deodorant Unscented 2.5 oz 12/cs,19792,033200197928,0.2083,12
"Arm & Hammer PeroxiCare, Baking Soda & Peroxide Clean Mint Fluoride Anticavity Toothpaste 6oz 275/plt",18770,033200187707,0.2292,12
ARM & HAMMER Plus OxiClean Stain Fighter With Fade Defense Liquid Laundry Detergent Sparkling Waters 35-,33004,033200300045,0.6562,8
Arm & Hammer Plus OxiClean Stain Fighters Fresh Scent 100.5 oz 50/pt4/cs,00260,033200002604,2.375,4
Arm & Hammer Plus OxiClean Stain Fighters Fresh Scent 166.5 oz 60/pt 2/cs,97589,033200975809,7.45,2
Arm & Hammer Plus OxiClean Stain Fighters Fresh Scent 32.5 oz 54/pt 8/cs,94226,033200942269,0.5312,8
Arm & Hammer Powerfully Clean Naturally Fresh Clean Burst 140 FL OZ 60/pt 2/cs,10287,033200002871,6.625,2
Arm & Hammer Powerfully Clean Naturally Fresh Clean Burst 33 FL OZ 54/pt 8/cs,94231,033200942313,0.5625,8
Arm & Hammer Powerfully Clean Naturally Fresh Clean Burst 50 FL OZ 45/pt 8/cs,76158,033200976158,0.6562,8
ARM & HAMMER Pure Baking Soda 2 lb. Box 12/cs,31140,033200011408,0.15,12
ARM & HAMMER Pure Baking Soda 4 lb. Box 6/cs,11705,033200011705,0.6083,6
Arm & Hammer pure Baking Soda 8 oz 24/cs,11309,033200011309,0.0312,24
Arm & Hammer Pure Baking Soda Shaker 12oz 6/cs,97531,033200975311,0.4583,6
"Arm & Hammer Pure Baking Soda, 5 lb 70/pt 4/cs",01811,033200018117,1.1875,4
Arm & Hammer Toothpaste Whitening & Enamel Strengthening Fluoride 4.3oz 270/pt 12/cs,18681,033200186816,0.2,12
"Arm & Hammer Ultra Max Antiperspirant Deodorant, Active Sport, 2.6oz 12/cs",97447,033200197447,0.2083,12
ARM & HAMMER ULTRA MAX Deodorant- Cool Blast- Solid - 2.6oz 12/cs,19764,033200197645,0.2083,12
ARM & HAMMER ULTRA MAX Deodorant- Powder Fresh- Solid 2.6oz 451/pt 12/cs,19470,033200194705,0.2083,12
"Arm & Hammer Ultra Max Solid, Fresh Antiperspirant Deodorant 2.6 oz1 2/cs",97249,033200197249,0.2083,12
"Arm and Hammer Clean Scentsations Soft Dryer Sheets, Purifying Waters 40 ct 144/pt 12/cs",14306,033200140306,0.2083,12
Arm and Hammer Essentials Natural Deodorizers Juniper Berry Deodorant 2.5oz 12/cs,05469,033200005469,0.2292,12
Arm and Hammer Essentials Natural Deodorizers Rosemary Lavender Deodorant 2.5 Oz 12/cs,19793,033200197935,0.2292,12
"ARRID XX Anti-Perspirant Deodorant Spray, Morning Clean 6 oz 125/pt 12/cs",81612,022600881612,0.3542,12
"ARRID XX Anti-Perspirant Deodorant Ultra Clear Dry Spray, Regular 6 oz1 25/pt 12/cs",73072,022600730729,0.3542,12
Arrid XX Extra Extra Dry Ultra Clear Aerosol Antiperspirant Deodorant Ultra Fresh 6 oz 125/pt 12/cs,86716,022600886716,0.3125,12
Axe Antiperspirant Invisible Solid Apollo 2.7oz 238/pt 12/cs,26094,079400260949,0.2708,12
"Axe Black Antiperspirant Deodorants Stick, 2.7 Ounce 238/pt 12/cs",58983,079400589835,0.2708,12
Axe Dark Temptation Chocolate Body Spray 48H Non Stop Fresh 150ml 12/cs,04891,7791293048918,0.1875,12
Axe Deodorant Stick Dark Temptation 2.7oz 238/pt 12/cs,06125,079400061256,0.2708,12
Axe Deodorant Stick Essence Dry 2.7oz 12/cs,55100,079400551009,0.2708,12
Axe Deodorant Stick Phoenix 2.7oz 12/cs,55110,079400551108,0.2708,12
Axe Epic Fresh Grapefruit & Tropical Pineapple Scent Deodorant Body spray 48H Non Stop Fresh 150ml 12/cs,05063,7791293050638,0.1875,12
Axe Fine Fragrance Collection BLUE LAVENDER 48HR Fresh Deodorant2.6oz 328/pt 12/cs,50130,079400501301,0.2708,12
Axe Musk Canela & Ambar Deodorant Bodyspray 48H Non Stop Fresh 150ml 12/cs,04890,7791293048901,0.1875,12
"Baby Dove Sensitive Care Fragrance Free Moisture Care Baby Bathing Bar, 90g (12x4pk) 48/cs",23714,8886467237140,0.0177,48
"Ban Roll-On Antiperspirant Deodorant, Powder Fresh 3.5-Ounce 12/cs",05383,019045053834,0.3542,12
"Ban Roll-On Antiperspirant Deodorant, Regular, 3.5- Ounce 12/cs",50114,019045001149,0.3542,12
"Ban Roll-On Antiperspirant Deodorant, Satin Breeze, 3.5-Ounce 12/cs",01008,019045010080,0.3542,12
Ban Unscented Antiperspirant Deodorant Invisible Roll- On 3.5 oz 12/cs,10174,019045001743,0.3542,12
Batiste Dry Shampoo Original Classic Fresh 200 ml 6/cs,52748,5010724527481,0.475,6
Batiste Fresh Breezy Citrus Dry Shampoo - 3.81oz 12/cs,52671,5010724526712,0.3,12
Bic Disposable Razors Classic 5pk 80/pt 40/cs,70502,3086125705027,0.0212,40
"Bounce Dryer Sheets, Outdoor Fresh, 15 Count 144/pt 15/cs",95860,037000958604,0.1,15
Bounce Sheet Outdoor Fresh 34 ct 125/pt 12/cs,82332,037000823322,0.2083,12
Bounty Doubles Plus Paper Towels Select-A-Size 6 Rolls 113 2-Ply Sheets per Roll 40/pt 1/cs,06166,030772061664,15.5,1
Brawny The Only 3Ply Premium Paper Towel Full Sheet 4 Rolls 38 3-Ply Sheets per Roll 12/pt 6/cs,44670,042000446709,1.1417,6
Brawny The Only 3Ply Premium Paper Towel Tear -A- Square 2 Rolls 114 3-Ply Sheets per Roll 48/pt 4/cs,44576,042000445764,1.125,4
Brawny The Only 3Ply Premium Paper Towel Tear -A- Square 4 Rolls 76 3 -Ply Sheets per Roll 24/pt 6/cs,44579,042000445795,1.1583,6
Bulbic LED light bulbs 4pk A19 15W 3000K 1500 Lumens Dimmable 24/cs,11231,850081123132,0.1979,24
Bulbic LED light bulbs 4pk A19 15W 3000K 1500 Lumens Nun-Dimmable 55/pt 24/cs,12309,850081123095,0.1458,24
Bulbic LED light bulbs 4pk A19 15W 5000K 1500 Lumens Dimmable 24/cs,12312,850081123125,0.1979,24
Bulbic LED light bulbs 4pk A19 15W 5000K 1500 Lumens Nun-Dimmable 55/pt 24/cs,12308,850081123088,0.1458,24
Bulbic LED light bulbs 4pk A19 9W 3000K 800 Lumens Dimmable 24/cs,23057,850081123057,0.1458,24
Bulbic LED light bulbs 4pk A19 9W 3000K 800 Lumens Nun-Dimmable 55/pt 24/c,23019,850081123019,0.1104,24
Bulbic LED light bulbs 4pk A19 9W 5000K 800 Lumens Dimmable 24/cs,12304,850081123040,0.1458,24
Bulbic LED light bulbs 4pk A19 9W 5000K 800 Lumens Nun-Dimmable 55/pt 24/cs,12300,850081123002,0.1104,24
Bulbic LED light bulbs 6pk A19 15W 3000K 1500 Lumens Dimmable 16/cs,12315,850081123156,0.3906,16
Bulbic LED light bulbs 6pk A19 15W 3000K 1500 Lumens Nun-Dimmable 16/cs,12311,850081123118,0.2969,16
Bulbic LED light bulbs 6pk A19 15W 5000K 1500 Lumens Dimmable 16/cs,23149,850081123149,0.3906,16
Bulbic LED light bulbs 6pk A19 15W 5000K 1500 Lumens Nun-Dimmable 16/cs,12310,850081123101,0.2969,16
Bulbic LED light bulbs 6pk A19 9W 3000K 800 Lumens Dimmable 16/cs,23071,850081123071,0.2969,16
Bulbic LED light bulbs 6pk A19 9W 3000K 800 Lumens Nun-Dimmable 16/cs,12303,850081123033,0.2344,16
Bulbic LED light bulbs 6pk A19 9W 5000K 800 Lumens Dimmable 16/cs,82306,850081123064,0.2969,16
Bulbic LED light bulbs 6pk A19 9W 5000K 800 Lumens Nun-Dimmable 16/cs,12302,850081123026,0.2344,16
Camay International Body Soap Bar Chic With Elegant Scent 3pk 125g Each 24/cs,05841,8999999058418,0.0771,24
Camay International Body Soap Bar Natural With Fresh Scent 3pk 125g Each 24/cs,05842,8999999058425,0.0771,24
Carefree Body Shape Pantiliners Long To Go Unscented 42 Count 120/pt 8/cs,06986,078300069867,0.5437,8
"Cascade ActionPacs Dishwasher Detergent Fresh Scent Display, 50/Platinum Plus 30ct, 36/Platinum 39ct,",09215,030772062661,0.1134,86
"Cascade Complete ActionPacs, Dishwasher Detergent, Fresh Scent 48ct 60/pt 6/cs",55198,037000551980,1.375,6
Cascade Complete Dishwasher Detergent Citrus Breeze Scent 2.12kg/75oz 60/pt 6/cs,43357,037000433576,1.375,6
Cascade Complete Dishwasher Detergent Gel Fresh Scent 75 oz 60/pt 6/cs,33840-6,037000338406,1.25,6
Cascade Platinum ActionPacs Fresh Scent 67Ct 75/pt 3/cs,08373,030772083734,4.8333,3
Charmin Ultra Soft Triples Toilet Paper White (168 2-ply Sheets Roll) 16 Rolls 36/pt 1/cs,09184,030772091845,15.75,1
Charmin Ultra Soft Triples Toilet Paper White (168 2-ply Sheets Roll) 30 Rolls 44/pt 1/cs,03494,030772103494,20.5,1
Charmin Ultra Soft Triples Toilet Paper White (168 2-ply Sheets Roll) 8 Rolls 54/pt 5/cs,09182,030772091821,1.7,5
Charmin Ultra Strong Mega Toilet Paper White (220 2- ply Sheets Roll) 24 Rolls 44/pt 1/cs,32265,030772132265,21.5,1
Cif cleaner cream 750 ml Original 60/pt 14/cs,61769,8717163617694,0.1786,14
Clorox Bleach Germicidal Concentrated 121oz 56/pt 3/cs,CL30966,044600309668,1.9167,3
"Clorox Disinfecting Bleach, Regular 121 oz 56/pt 3/cs",CL32416,044600324166,1.9167,3
"Clorox Disinfecting Bleach, Regular Concentrated Formula 81 Ounce 45/pt 6/cs",CL32263,044600322636,0.9167,6
Clorox Disinfecting Liquid Bleach 43 Oz 64/pt 6/cs,CL32260,044600322605,0.6,6
Clorox Disinfecting Multi-Purpose Cleaner Starter Kit 2 Refill Cartridges 0.39 oz 80/pt 4/cs,60053,044600600536,0.8125,4
Clorox Germicidal Bleach 121oz 56/pt 3/cs,CL32429,044600324296,1.9167,3
Clorox Liquid Ocean Breeze Bleach 3.78 L 35/pt 6/cs,CL04704,044600047041,0.8333,6
Clorox Liquid Original Bleach 3.78 L 25/pt 6/cs,CL00104,044600001043,0.9167,6
Clorox Paper Towel Wipes - Jasmine - 35 Count 140/pt 6/cs,32581,044600325811,0.475,6
"Clorox Performance Bleach, 121 Oz 56/pt 3/cs",CL32428,044600324289,1.9167,3
Clorox Pro Results Outdoor Bleach for Cleaning- 81- oz 45/pt 6/cs,CL32438,044600324388,0.9167,6
Clorox Pro Results Patio Furniture Cleaner 32oz 72/pt 9/cs,CL31609,044600316093,0.3889,9
"Clorox Scented Splash-Less Liquid Bleach, Clean Linen 77 oz 36/pt 6/cs",CL32339,044600323398,0.9583,6
Clorox Splash-Less Liquid Bleach - Fresh Meadow - 77oz 45/pt 6/cs,CL32387,044600323879,0.875,6
Colgate Cavity Protect Flouride Toothpast 8oz Reguler Flavor 8/5pk 24/pt 40/cs,51098,035000510983,0.0563,40
Colgate Flouride Toothpast 8oz Baking Soda/Peroxide Whitening 8/5pk 24/pt 40/cs,76160,035000761606,0.0563,40
Colgate Max Fresh with Whitening Toothpaste Clean Mint With Breath Strips 6.3 oz 140/pt 24/cs,96718,035000996718,0.1188,24
Colgate Max Fresh with Whitening Toothpaste Cool Mint With Breath Strips 6.3 oz 80/pt 24/cs,96671R,035000996671,0.1104,24
Colgate Total Toothpaste - Clean Mint 5.1oz 138/pt 24/cs,00183,827854001836,0.125,24
Colgate Total Toothpaste Gel - Fresh Mint Stripe 5.1oz 138/pt 24/cs,40189,827854001898,0.125,24
Combat Ant Killing Bait Station 6ct 160/pt 12/cs,45901,023400459018,0.2083,12
Combat Max 12 Month roach Killing Bait for Small Roaches 18 Ct 160/pt 6/cs,97218,023400972180,1.0833,6
"Combat Max 2 in 1 Ant Bait Station, 4 Count 583/pt 8/cs",07170,023400071708,0.625,8
"Combat Max Roach Killing Bait for Large Roaches, 8 Bait Stations 60/pt 12/cs",51913-12,023400519132,0.375,12
Combat Max Roach Killing Gel 2.1 oz Vert Tray 80/pt 12/cs,51960-12v,023400519606,0.5208,12
"Combat Roach Killing Bait Stations for Small and Large Roaches, 6 Count 336/pt 6/cs",99891,023400998913,0.625,6
Command Large Picture Hangers Holds 3 lb White Damage-Free Hanging 4 Pairs (4/6pk) 24/cs,32269,051141322698,0.1229,24
Command Large Utility Hooks White Holds 5 lb Damage Free Hanging 1 Hooks and 2 Strips (6/6pk) 36/cs,16514,051131651425,0.0764,36
Command Medium Clear Wire Hooks Holds 2 lb Damage Free Hanging 6 Hooks and 8 Strips (3/4pk) 12/cs,40952,051141409528,0.3542,12
Command Medium Utility Hooks White Holds 3 lb Damage Free Hanging 2 Hooks and 4 Strips (6/6pk) 36/cs,65141,051131651418,0.0819,36
Command Mini Clear Hooks Holds 0.5 lb Damage Free Hanging 6 Hooksa nd 8 Strips (6/6pk) 36/cs,34693,051141346939,0.0819,36
Crest Mouthwash Scope Classic 1.2 oz. Original Mint Flavor 48/cs,95658-48,037000956587,0.0156,48
Crest + Scope Complete Whitening Toothpaste Minty Fresh Striped 5.4oz 4pk 50/pt 10/cs,05665,030772056653,0.275,10
Crest Cavity Protection Toothpaste Regular 8.2oz 4pk 40/pt 10/cs,24708,037000247081,0.225,10
"Crest Complete Whitening Plus Scope Minty Fresh Toothpaste, 0.85 Ounce 36/cs",38592,037000385929,0.0208,36
Crest Pro Health Complete Clean Mouthwash Clean Mint Alcohol Free 50.7 fl oz 76/pt 4/cs,44983-4,037000449836,1.625,4
Crest Pro Health Mouth Wash Refreshing Clean Mint 33.8oz 6/cs,44982,037000449829,0.8083,6
Crest Pro Health Sensitive & Enamel Shield Fluoride Toothpaste 2.6oz 276/pt 12/cs,05435,030772054352,0.0708,12
"Crest Pro-Health Intense Mouthwash, Clean Mint, 33.8 fl oz 80/pt 6/cs",47895,037000747895,0.9583,6
Crest Scope Alcohol-Free Mouth Wash Original 8.4 oz 6/cs,16296,030772162965,0.25,6
Crest Scope Classic Mouthwash 33.8 oz 6/cs,95662,037000956624,0.8917,6
Crest Scope Classic Mouthwash Original 50.7 oz 88/pt 4/cs,95663,037000956631,1.8125,4
"Crest Scope Classic Mouthwash, Original Formula 16.9 oz 4/cs",95661,037000956617,1.125,4
Crest Scope Mouthwash Original Clean Mint 8.4oz 125/pt 12/cs,36840,030772236840,0.125,12
Crest Scope Outlast Mouthwash Rince Bouche 33.8 oz 6/cs,95665,037000956655,0.7917,6
Crest Scope Outlast Mouthwash Rince Bouche 33.8 oz 80/pt 6/cs,95667,037000956679,0.95,6
Crest Toothpaste Cavity Protection Regular 0.85 oz 36/cs,03403,037000003403,0.0236,36
Curel Daily Healing Hydrating Lotion For Dry Skin 13oz 6/cs,05359,019045105359,0.9583,6
Curel Fragrance Free & Sensitive Skin Hydrating Lotion For Dry Face &B ody Skin 13oz 6/cs,10546,019045105465,0.9583,6
