Item,SKU,UPC,Unit Cost,Case Size
Head & Shoulders/Gift Set/Shampoo 12.5oz + Conditioner 10.6oz Smooth & Silky/4/1/ct,30772-06818,030772068182,9.9825,4
Revlon ColorSilk/Hair Color/Mahogany Brown #40/12/1/ct,07376-05601,309978695400,2.3,12
Head & Shoulders/Shampoo/Classic Clean 2 in 1/6/12.5/oz,30772-06280,030772062807,5.2383,6
Head & Shoulders/Shampoo/Dry Scalp Care/4/20.7/oz,30772-06352,030772063521,7.5625,4
VO5/Shampoo/Ocean Refresh Revitalizing/6/15/oz,16559-01878,816559018782,1.4417,6
VO5/Shampoo/Blooming Freesia Moisturizing/6/15/oz,16559-01977,816559019772,1.4417,6
Head & Shoulders/Shampoo/Deep Scalp Cleanse/6/12.5/oz,30772-06422,030772064221,5.2383,6
Revlon ColorSilk/Hair Color/Ultra Light Natural Blonde #4/12/1/ct,07376-05573,309977326046,2.3,12
VO5/Shampoo/Strawberries & Cream Moisturizing/6/15/oz,16559-01117,816559011172,1.4417,6
VO5/Shampoo/Kiwi Lime Squeeze Clarifying/6/15/oz,16559-01106,816559011066,1.4417,6
Head & Shoulders/Shampoo/Citrus Fresh/6/11.1/oz,700216-322454,8700216322423,3.3667,6
Head & Shoulders/Shampoo/Volume/6/11.1/oz,700216-322676,8700216322690,3.3667,6
VO5/Shampoo/2 in 1 Moisturizing/6/15/oz,16559-01976,816559019765,1.4417,6
Pantene/Shampoo/Classic Clean 2 in 1 WPump/4/27.7/oz,80878-19529,080878195299,7.49,4
VO5/Conditioner/Kiwi Lime Squeeze/6/16.9/oz,09219-00170,809219001705,1.4417,6
Revlon ColorSilk/Hair Color/Ultra Light Ash Blonde #5/12/1/ct,07376-05574,309976623054,2.3,12
VO5/Shampoo/Normal Daily Revitalizing/6/15/oz,16559-01791,816559017914,1.4417,6
VO5/Shampoo/Extra Body Volumizing/6/16.9/oz,09219-00168,809219001682,1.4417,6
Suave/Conditioner/Silk Protein Infusion/6/12.6/oz,79400-48890,079400488909,1.3567,6
Pantene/Shampoo/Daily Moisture Renewal 2 in 1 WPump/4/27.7/oz,80878-19524,080878195244,7.49,4
"Suave/Shampoo, Conditioner, Body Wash/Kids 3 in 1 Shea Butter Coconut Oil Princess Slaya Pump/4/28/oz",79400-49979,079400499790,1.49,4
Listerine//Healthy White 250ml/8/8.45/oz,91111-15302,8991111153025,1.8413,8
Crest/Pro-Health Multiprotection Mouthwash/Clean Mint/4/1.5/lt,37000-98442,037000449836,7.5375,4
Crest Scope/Mouthwash/Classic Original Mint/4/1.5/lt,37000-98446,037000956631,7.3175,4
Parodontax/Mouth Wash/Active Gum Health Mint/6/33.8/oz,53100-33228,053100332281,5.25,6
