ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
FAM02-023,HEALTH BEAUTY gm,1,family_group,HEALTH BEAUTY gm,,,,,,,,
FAM02-024,125gm Camay Soap,3,family_group,125gm Camay Soap,,,,,,,,
FAM02-025,Suave Bar Soap,1,family_group,Suave Bar Soap,B00HSE4XKY,Claus Porto - Suave Perfume Verbena Bar Soap for Men + Women (150g | 5.3oz),636954,0,2,88.9,False,Soaps
FAM02-026,Dial Antib Liq,2,family_group,Dial Antib Liq,,,,,,,,
FAM02-027,Softsoap pump Aloe,1,family_group,Softsoap pump Aloe,B08P3JPYN6,"Softsoap Moisturizing Liquid Hand Soap Pump Watermelon Mint , Aloe Vera, 11.25 Fl Oz",144640,0,2,67.5,True,Hand Wash
FAM02-028,Amoray Prem Diamond,1,family_group,Amoray Prem Diamond,,,,,,,,
FAM02-029,MOLLY Dovenna Molly,1,family_group,MOLLY Dovenna Molly,,,,,,,,
FAM02-030,Evissa Premium Bar,3,family_group,Evissa Premium Bar,,,,,,,,
FAM02-031,Evissa Beauty Soap,5,family_group,Evissa Beauty Soap,,,,,,,,
FAM02-032,Softsoap Refill Vanilla,1,family_group,Softsoap Refill Vanilla,B0DHWQQ31M,"Softsoap Liquid Hand Soap, Warm Vanilla and Coconut Milk, 50 fl oz Refill",50,7000,1,66.7,True,Hand Wash
FAM02-033,Softsoap Refill Juicy,1,family_group,Softsoap Refill Juicy,B0DBZ7RYVW,"Softsoap Liquid Hand Soap Refill, Juicy Peach Scent, 50 fl oz",49,6000,1,99.3,True,Hand Wash
FAM02-034,Softsoap Refill Aloe,1,family_group,Softsoap Refill Aloe,B0G4SQ6B9P,"Softsoap Soothing Clean Hand Soap Refill, Aloe Vera Fresh Scent, 50 fl oz",49,1000,2,68.4,True,Hand Wash
FAM02-035,Softsoap Pump Meyer,1,family_group,Softsoap Pump Meyer,,,,,,,,
FAM02-036,HEALTH BEAUTY Softsoap,1,family_group,HEALTH BEAUTY Softsoap,B07G7HBQWH,Softsoap New 804036 Hand Soap 7.5Oz Aloe Vera (6-Pack) Hand and Bar Soaps Wholesale Bulk Health and Beauty Hand and Bar Soaps Irish Spring,706674,0,16,50.0,False,Hand Wash
FAM02-037,Softsoap pump Mango,1,family_group,Softsoap pump Mango,B0GJRM1H5J,"Softsoap Liquid Hand Soap with Pump, Limited Edition Summer Scents, Mango & Kiwi, 7.5 Fl Oz, 6 Pack",526417,0,0,0.0,False,Hand Wash
FAM02-038,Softsoap pump Golden,1,family_group,Softsoap pump Golden,B017DFLE2C,"Softsoap Liquid Hand Soap Pump, Milk & Golden Honey - 5.5 oz",0,0,0,0.0,False,
FAM02-039,SOAP BAR Softsoap,1,family_group,SOAP BAR Softsoap,B0D12B4ZZV,Irish Spring Men's Bar Soap Moisture Blast 24 Pack and Softsoap Liquid Hand Soap Fresh Breeze 6 Pack,497058,0,1,98.6,True,Hand Wash
FAM02-040,STNARODOED Dove Roll,1,family_group,STNARODOED Dove Roll,,,,,,,,
FAM02-041,Dove Roll Powder,1,family_group,Dove Roll Powder,,,,,,,,
FAM02-042,Dove Deo Stick,1,family_group,Dove Deo Stick,B0CH1MHWDS,"Dove Coconut & Shea Butter VitaminCare+ Aluminum-Free Deo Stick, 2.6 oz",6429,1000,38,99.8,True,Deodorant
FAM02-043,Dove Body Spray,10,family_group,Dove Body Spray,B0FWS2MRM9,"Dove Coconut Vanilla Alcohol-Free Whole Body Deodorant Spray, 4 oz",3561,7000,1,100.0,True,Deodorant
FAM02-044,DVBS250 Dove Body,1,family_group,DVBS250 Dove Body,,,,,,,,
FAM02-045,Axe Body Spray,1,family_group,Axe Body Spray,B0GFPLCR87,AXE Fine Fragrance Collection Body Spray Blue Lavender Freshness 2.9 oz,3857,6000,1,83.3,True,Deodorant
FAM02-046,AXE Chill AXE,1,family_group,AXE Chill AXE,B07PTQXRKR,Axe Deodorant Body Spray - Ice Chill - Frozen Lemon & Eucalyptus - Net Wt. 4 OZ (113 g) Per Can - Pack of 3 Cans,33244,500,15,0.0,False,Deodorant
FAM02-047,Old Spice Body,6,family_group,Old Spice Body,B0FX5PDSZ2,"Old Spice Body Wash for Men, Cashmere + Vanilla Wood Scent, 20 fl oz",733,10000,2,94.2,True,Body Washes
FAM02-048,Avon Roll Deodorant,21,family_group,Avon Roll Deodorant,B01MROQIGG,AVON Wild Country Roll-On Antiperspirant Deodorant - 2.6 oz - 4 pack,22955,1000,26,0.0,False,Deodorant
FAM02-049,Avon Roll SYARPS,1,family_group,Avon Roll SYARPS,,,,,,,,
FAM02-050,Arm Hammer Antiperspirant,1,family_group,Arm Hammer Antiperspirant,B0FY4HYB4B,"ARM & HAMMER ULTRA MAX Deodorant, Fresh Scent, Solid Stick 2.6 oz, 4-Pack",5030,5000,17,100.0,False,Deodorant
FAM02-051,Arm Hammer Deodorant,1,family_group,Arm Hammer Deodorant,B01FXMLDDC,"Arm & Hammer Ultramax Invisible Solid Powder Fresh Antiperspirant & Deodorant-2.6 oz, 2 pack",6236,5000,132,57.8,False,Antiperspirant Deodorant
FAM02-052,Arm Hammer UltraMax,1,family_group,Arm Hammer UltraMax,B01FXMLDDC,"Arm & Hammer Ultramax Invisible Solid Powder Fresh Antiperspirant & Deodorant-2.6 oz, 2 pack",6236,5000,132,57.8,False,Antiperspirant Deodorant
FAM02-053,Right Guard Deo,1,family_group,Right Guard Deo,B003CYL582,Right Guard 1432625 8.5 Oz. Sport Aerosol DEO Orig (Pack of 12),1382606,0,1,98.1,False,Antiperspirant Deodorant
FAM02-054,Oz Mennen Speed,1,family_group,Oz Mennen Speed,B0014D0H46,"Speed Stick by Mennen Power Antiperspirant & Deodorant Solid, Unscented 3 oz",41476,400,66,57.1,False,Deodorant
FAM02-055,Vaseline Men Deodorant,2,family_group,Vaseline Men Deodorant,B0D2VRL797,"Vaseline Cocoa Butter Cream 6-Pack and Dove Men Clean Comfort Deodorant 4-Pack Bundle, 1.41 FL Oz and 1.7 Fl Oz",730045,0,1,84.5,True,Deodorant
FAM02-056,Tag Body Spray,5,family_group,Tag Body Spray,B0HF5FQX23,"Chilerase Skin Tag Remover Spray, Professional Chillerase Spray for Skin Tags with Salicylic Acid, Reduces Skin Imperfections for All Parts of the Body (1 PC)",46636,0,0,0.0,False,Moisturizers
FAM02-057,Tag Deodorant Stick,1,family_group,Tag Deodorant Stick,B0F41CXYWZ,"TAG Deodorant Stick for Men, Sport Power Endurance Scent, Long Lasting 24-Hour Freshness, Odor Protection Active Deodorant, Travel Ready; 3-Pack of 2.25 Oz Sticks (3-Pack (18oz), Power)",269351,0,1,0.0,False,Deodorant
FAM02-058,Tag Sport Body,3,family_group,Tag Sport Body,B083XY3Q9Y,TAG Sport Body Spray 3.5 Oz Fearless (4 pack),234830,0,6,0.0,False,Deodorant
FAM02-059,Oz Viva Luxury,4,family_group,Oz Viva Luxury,B0DDJX3GDQ,Viva Raspberry Luxury Coconut Soy Wax Blend Candle | 9 oz Non-Toxic Vegan House Warming New Home Holiday Summer Fall Tropical Wedding Luxe Gift,46570,0,0,0.0,False,Candles
FAM02-060,Avon Roll Deodrant,4,family_group,Avon Roll Deodrant,,,,,,,,
FAM02-061,Dove Body Sray,7,family_group,Dove Body Sray,,,,,,,,
FAM02-062,Oz Lady Speed,2,family_group,Oz Lady Speed,B08ZH9MZGX,"Lady Speed Stick Antiperspirant Deodorant for Women, 72 HR Sweat & Odor Protection, Invisible Dry, Shower Fresh Scent, 2.3 oz Stick (4 Pack)",840,20000,15,93.7,True,Antiperspirant Deodorant
FAM02-063,Suave Deodrant Sweet,1,family_group,Suave Deodrant Sweet,,,,,,,,
FAM02-064,Colgate Tp Regular,1,family_group,Colgate Tp Regular,,,,,,,,
FAM02-065,Colgate Tp Sparkling,1,family_group,Colgate Tp Sparkling,,,,,,,,
FAM02-066,Oz Colgate Tp,1,family_group,Oz Colgate Tp,B0C1G8P8GH,"Colgate Palmolive Ow Renewal Tp 3Z Cs Sp High Impact White, 3 Oz (B082JBVYNT) (Pack of 2)",106436,0,1,53.8,False,Toothpaste
FAM02-067,Colgate Reg Anticavity,1,family_group,Colgate Reg Anticavity,,,,,,,,
FAM02-068,Colgate Classic TB,3,family_group,Colgate Classic TB,,,,,,,,
FAM02-069,Crest Toothpaste Scoope,1,family_group,Crest Toothpaste Scoope,,,,,,,,
FAM02-070,Crest Toothpaste Cavity,1,family_group,Crest Toothpaste Cavity,B09F8FZ18G,"Crest 3D White Advanced, Teeth Whitening Toothpaste for Adults, 3.7 oz, 4 Pack, Cavity Protection Fluoride Toothpaste, Strengthens Enamel, Travel Size Toiletries",68,100000,14,86.5,True,Toothpaste
FAM02-071,Crest Sesame Street,1,family_group,Crest Sesame Street,B00JR92XZK,Crest Toothbrush Kid's Soft Sesame Street 1 Each (Pack of 2),243582,0,40,58.3,False,Manual Toothbrushes
FAM02-072,Arm Hammer Advance,1,family_group,Arm Hammer Advance,B09VK1RKM8,"ARM & HAMMER Advance White Toothpaste, Clean Mint, 6.0 oz, 4-Pack",817,30000,31,96.3,True,Toothpaste
FAM02-073,TP oz Arm,1,family_group,TP oz Arm,,,,,,,,
FAM02-074,TP Signal Toothpaste,1,family_group,TP Signal Toothpaste,,,,,,,,
FAM02-075,Oral ToothBrush Mixed,1,family_group,Oral ToothBrush Mixed,B0FGCSZ7JK,"Litlcutie 24 Pack 5-in-1 Disposable Travel Toothbrush Set,Mixed Flavor",25470,600,3,0.0,False,Manual Toothbrushes
FAM02-076,Colgate Super Flexi,1,family_group,Colgate Super Flexi,,,,,,,,
FAM02-077,Colgate Super Shine,1,family_group,Colgate Super Shine,,,,,,,,
FAM02-078,Colgate Extra Clean,1,family_group,Colgate Extra Clean,B00CC6XSRC,"Colgate Extra Clean Medium Toothbrushes, 6 Pack",145,40000,51,88.5,True,Manual Toothbrushes
FAM02-079,Colgate Toothbrush ZigZag,1,family_group,Colgate Toothbrush ZigZag,B075WYW77V,"Colgate ZigZag Toothbrush for Deep Inter dental Clean with multi angle zig zag bristles (Medium, Pack of 6)",124640,50,27,0.0,False,Manual Toothbrushes
FAM02-080,Listerine MW Fresh,1,family_group,Listerine MW Fresh,,,,,,,,
FAM02-081,Oral Cavity Defense,1,family_group,Oral Cavity Defense,B074F5NNCP,"Oral-B Essential Dental Floss, Cavity Defense, Waxed, Mint Flavor, Value 2 Pack (50m Each)",1197,20000,33,75.5,True,Dental Floss
FAM02-082,Huggies Baby Wipes,3,family_group,Huggies Baby Wipes,B08QRT84WJ,"Huggies Natural Care Sensitive Baby Wipes, Unscented, 6 Packs, 288 Wipes",2,50000,23,97.1,True,Wipes & Refills
FAM02-083,Baby Diapers Ditto,1,family_group,Baby Diapers Ditto,B08TB6CN1S,"Ditto Baby Diapers Size 5 (144 Count) – Breathable Disposable Diapers – 12-Hour Leak Protection & Wetness Indicator – Day + Overnight Diapers for Sensitive Skin – No Fragrance, Parabens or Latex",64357,0,1,0.0,False,Baby Diapers
FAM02-084,Johnsons Baby Lotion,1,family_group,Johnsons Baby Lotion,B07FXXLRFZ,"Johnsons Johnson's Moisturizing Baby Lotion With Coconut Oil, 1.7 Fl. Oz, 1.70 Oz",17397,100,35,0.0,False,Lotions
FAM02-085,Johnson Baby Oil,4,family_group,Johnson Baby Oil,B01IAHZ3X8,"Johnson & Johnson Baby Oil, 3 Count, 3 Fl Oz",13041,100,53,90.7,True,Oils
FAM02-086,Johnsons Baby Shampoo,3,family_group,Johnsons Baby Shampoo,B07K5ZDQJ5,Johnsons Baby Head To Toe Wash And Shampoo 3 pack 1.7 Ounce Each,4673,800,54,0.0,False,Baby Bubble Bath & Cleansers
FAM02-087,Baby Shampoo,1,family_group,Baby Shampoo,B09JL8D41T,"Cetaphil 2-in-1 Baby Shampoo & Body Wash, Tear Free, Calendula, 7.8oz",29,10000,8,98.3,True,Hair Care
FAM02-088,Shampoo,1,family_group,Shampoo,B072QXWXS6,"The Honest Company Shampoo & Body Wash, Tear-Free, Fragrance-Free, 10 fl oz",10,20000,60,97.6,True,Body Wash
FAM02-089,Johnson Baby Shampoo,1,family_group,Johnson Baby Shampoo,B07YCF21Y2,"Johnson baby Baby Shampoo - Regular, 0.5 kg",4367,900,31,33.3,False,Hair Care
FAM02-090,Natural Sense Constarch,1,family_group,Natural Sense Constarch,,,,,,,,
FAM02-091,Kleenex Natural Fresh,1,family_group,Kleenex Natural Fresh,B096FJRHT9,KLEENEX Fresh Wet Toilet Paper (12 Packs of 42 Sheets) - Disposable in the Toilet - 100% Natural Fibres - Plastic Free - Fragrance Free - Alcohol Free,0,0,0,0.0,False,Paper & Plastic
FAM02-092,Kleenex White Facial,1,family_group,Kleenex White Facial,B00GIB7VFM,"Kleenex Ultra Soft Facial Tissue Regular (Pack of 4), 3 ply, White, 480 Count (Pack of 4)",41,200,105,56.8,False,Box Tissues
FAM02-093,Cottonelle Flushable Wipes,1,family_group,Cottonelle Flushable Wipes,B07ND3WR64,"Cottonelle Fresh Feel Flushable Wet Wipes, Adult Wet Wipes, 8 Flip-Top Packs, 42 Wipes Per Pack (336 Total Wipes)",15,100000,40,92.3,False,Personal Cleansing Wipes
FAM02-094,Blistex Lip Medex,1,family_group,Blistex Lip Medex,B0C8RMB31T,"Blistex Lip Medex Medicated Lip Balm, 24 Hr Moisture, 0.25 oz, 3 Count",1860,10000,16,72.2,True,Balms & Moisturizers
FAM02-095,Carmex Lip Balm,1,family_group,Carmex Lip Balm,B001KYTQ8W,"Carmex Classic Lip Balm, 0.35 Ounce (Pack of 3)",1624,10000,63,81.5,True,Balms & Moisturizers
FAM02-096,Banana Boat Sunscreen,1,family_group,Banana Boat Sunscreen,B01MQXX9US,"Banana Boat Sport SPF 50 Sunscreen Spray, 6 oz (2 Pack)",293,30000,34,82.8,True,Body Sunscreens
FAM02-097,HEALTH BEAUTY OFF,1,family_group,HEALTH BEAUTY OFF,B006VGCPLE,Health & Beauty Dead Sea Beauty & Firming Peel-off Mask,1208671,0,16,0.0,False,Masks
FAM02-098,Always Pantiliners Regular,2,family_group,Always Pantiliners Regular,B014TIO4XM,"Always Radiant Pantiliners, Regular, Unscented, 48 Liners (Pack of 2)",22099,1000,125,65.0,False,Panty Liners
FAM02-099,Tag Shave Cream,2,family_group,Tag Shave Cream,,,,,,,,
FAM02-100,Family Comb Sets,1,family_group,Family Comb Sets,B0DKDM7ZQF,"Hair Cutting Scissors Kit 6Pcs, 2 Sets for Hairdressers and Salon Use",0,0,0,0.0,False,Shears
FAM02-101,Equate Cotton Round,1,family_group,Equate Cotton Round,,,,,,,,
FAM02-102,Glee Body Hair,1,family_group,Glee Body Hair,B08HS1X9JW,"JOY Glee Waxing Kit for Women, Hair Removal Wax Strips for Women, Body Wax Kit, 32 Wax Strips and 6 Finishing Wipes, Smooth Skin, Long-lasting Results, Raspberry Scent, Dermatologist Tested, Vegan",388148,0,105,90.6,False,Strips
FAM02-103,Carefree Pads Original,1,family_group,Carefree Pads Original,,,,,,,,
FAM02-104,Carefree Pads Fresh,1,family_group,Carefree Pads Fresh,B076B5DB2S,Wholesale Carefree Maxi Pads 93ct Acti-Fresh Xtra,524365,0,2,0.0,False,Panty Liners
FAM02-105,Gillette Blue II,1,family_group,Gillette Blue II,B00565ER44,Gillette Blue II Disposable Razor Blade - 300 gr,845257,0,0,0.0,False,Razor Blades & Cartridges
FAM02-106,Kleenex Facial Tissue,1,family_group,Kleenex Facial Tissue,B09M6D5NYQ,"Kleenex Ultra Soft Facial Tissues, Soft Facial Tissue, 1 Cube Box, 60 Tissues per Box, 3-Ply (60 Total Tissues)",41,900,24,70.1,False,Box Tissues
FAM02-107,Kotex Unwrapped Liners,2,family_group,Kotex Unwrapped Liners,,,,,,,,
FAM02-108,Kotex Ultra Thin,2,family_group,Kotex Ultra Thin,B0G5BDFFQQ,"Kotex Ultra Thin Pads, Heavy, 56 Count",1150,10000,1,100.0,True,Sanitary Napkins
FAM02-109,Kotex Maxi Pads,1,family_group,Kotex Maxi Pads,B0G5BJX4MD,"Kotex Overnight Maxi Pads, 39 Count",2501,5000,1,98.0,True,Sanitary Napkins
FAM02-110,Natural Sense Feminine,1,family_group,Natural Sense Feminine,B0DQP9QKQH,Newlibery Natural Stone Beaded Bracelet Watch Band Women for Fitbit Versa 4/Versa 3/Sense 2/Sense Bands Feminine Cute Handmade Boho Elastic Stretch Strap Replacement Agate Healing Stones Wristband,13750,50,2,0.0,False,Smartwatch Bands
FAM02-111,Natural Sense Epsom,2,family_group,Natural Sense Epsom,,,,,,,,
FAM02-112,Natural Sense Shower,4,family_group,Natural Sense Shower,B0H81SLMQ9,Natural Sense Shower Powder BRAZILIAN SUNr,133643,50,1,0.0,False,Body Washes
FAM02-113,Natural Sense Medicaned,1,family_group,Natural Sense Medicaned,,,,,,,,
FAM02-114,Natural Sense Body,1,family_group,Natural Sense Body,B07L5S38H3,"Foot Sense Tea Tree Oil Foaming Foot & Body Wash – Natural Therapeutic Foaming Soap for Smelly Feet, Nails & Skin - Clean, Refresh & Deodorize - Bath Essentials for Daily Use, 6.5oz",149999,50,1,0.0,False,Soaps
FAM02-115,Natural Sense Foaming,1,family_group,Natural Sense Foaming,B07L5S38H3,"Foot Sense Tea Tree Oil Foaming Foot & Body Wash – Natural Therapeutic Foaming Soap for Smelly Feet, Nails & Skin - Clean, Refresh & Deodorize - Bath Essentials for Daily Use, 6.5oz",149999,50,1,0.0,False,Soaps
FAM02-116,Natural Sense Hard,1,family_group,Natural Sense Hard,B0GVGNNPQR,"6th Sense – Speed Pump Jointed Swimbait Bass Fishing Lure, Multi-Segment Hard Bait with Natural Swimming Action",313947,0,0,0.0,False,Topwater Lures
FAM02-117,Dettol Antiseptic Liquid,1,family_group,Dettol Antiseptic Liquid,B00DJS5O5Q,Dettol Antiseptic Disinfectant Liquid Pack Of 3,0,0,0,0.0,False,
FAM02-118,Liter Dettol Antiseptic,1,family_group,Liter Dettol Antiseptic,,,,,,,,
FAM02-119,Advil PM Caplets,1,family_group,Advil PM Caplets,B0028AD6YW,"Advil PM Caplets, Ibuprofen 200mg, Sleep Aid, 120 Count",5333,0,91,95.6,True,Ibuprofen
FAM02-120,Pk Aleve Pouches,1,family_group,Pk Aleve Pouches,,,,,,,,
FAM02-121,Alka Seltzer Tablet,1,family_group,Alka Seltzer Tablet,,,,,,,,
FAM02-122,Benadryl Allergy,1,family_group,Benadryl Allergy,B00GA9AVH2,"Benadryl Ultratabs Allergy Relief, 25 mg Diphenhydramine HCl, 100 Ct",734,0,51,97.1,True,Allergy Medicine
FAM02-123,Claritin Allergy Tab,1,family_group,Claritin Allergy Tab,B00FQF5RRA,Claritin All 24hr Tab Size 10ct Claritin Non-Drowsy 24-Hour Allergy Relief,0,0,1,0.0,False,Allergy Medicine
FAM02-124,Dayquil Caplets,1,family_group,Dayquil Caplets,B00EQA3520,"Vicks DayQuil SEVERE with Vicks VapoCOOL Cough, Cold & Flu Relief, 24 Caplets (Non-Drowsy) - Sore Throat, Fever, and Congestion Relief",298591,0,38,75.5,False,Cold & Flu Relief
FAM02-125,Nyquil 2Liquicaps,1,family_group,Nyquil 2Liquicaps,,,,,,,,
FAM02-126,Tylenol Extra Strength,1,family_group,Tylenol Extra Strength,B01HI7WP28,"Tylenol Extra Strength Rapid Release Gels, 500 mg Acetaminophen, 225 Ct",63,0,122,95.9,True,Acetaminophen
FAM02-127,Tylenol Extra Strenght,1,family_group,Tylenol Extra Strenght,,,,,,,,
FAM02-128,Motrin Caplets,1,family_group,Motrin Caplets,B00U8HRY54,"Motrin IB Liquid Gels, 200mg Ibuprofen, 120 Caplets",3777,0,34,95.5,True,Ibuprofen
FAM02-129,Vicks VapoRub,2,family_group,Vicks VapoRub,B0732YWDX1,"Vicks VapoRub, Lavender Scent, Cough Suppressant, Topical Chest Rub & Analgesic Ointment, Medicated Vicks Vapors, Relief from Cough Due to Cold, Aches & Pains, 1.76oz",1928,0,46,93.7,True,Chest Rubs
FAM02-130,Vicks VapoRub Classic,1,family_group,Vicks VapoRub Classic,,,,,,,,
FAM02-131,Camphor Tablets,1,family_group,Camphor Tablets,B0B9HZZXJR,"SOUL STICKS Natural Camphor Blocks, Pure Camphor Tablets for Aromatherapy & Puja - Alcanfor en Bloques, Alcanfor en Bolitas, Kapoor for Pooja (56 Grams (12 Tablets))",9194,3000,2,0.0,False,Aromatherapy
FAM02-132,Oz Alcohol Green,1,family_group,Oz Alcohol Green,B01C5XQ7O2,"Adore Semi Permanent Hair Color, 195 Jade, 4 Fl Oz",463,1000,41,74.0,False,Hair Color
FAM02-133,Pepto Bismol Cap,1,family_group,Pepto Bismol Cap,,,,,,,,
FAM02-134,Check Pregnancy Test,1,family_group,Check Pregnancy Test,B0CP74GVDX,"HEAL-CHECK 10 Count Pregnancy Tests with Cups, Bulk Pregnancy Test Strips for Detection at Home, Over 99% Accuracy, Individually Wrapped Fertility Tests, Extra-Wide 5mm HCG Tests, Pruebas De Embarazo",4237,400,1,0.0,False,Pregnancy Tests
FAM02-135,Vicks Inhaler,1,family_group,Vicks Inhaler,B0GV55YFMR,"Vicks VapoPads Original Menthol Scent Refill Pads Humidifiers and Sinus Inhaler, 20-Pack VapoSteam Medicated Liquid Camphor Cough Suppressant, Compatible Humidifiers, 8 Oz",2308,0,1,53.7,True,Cold & Flu Relief
FAM02-136,Krazy Glue All,1,family_group,Krazy Glue All,B000H5SFNW,Krazy Glue All Purpose Super Glue Gel with Precision Tip (2g Tube),1574,2000,57,98.7,False,Cyanoacrylate Adhesives
FAM02-137,Arm Hammer Baking,2,family_group,Arm Hammer Baking,B09P32SSRL,"ARM & Hammer Clump & Seal Platinum Clumping Cat Litter, Online Only, 18 Lbs",12,20000,2,95.0,True,Litter
FAM02-138,Sheets 2Ply Bounty,1,family_group,Sheets 2Ply Bounty,,,,,,,,
FAM02-139,Sheets 2Ply Plenty,1,family_group,Sheets 2Ply Plenty,,,,,,,,
FAM02-140,Marcal Pride Bath,1,family_group,Marcal Pride Bath,B074L8MMXS,"Marcal Pride Toilet Paper, White, 1000 Sheets Per Roll, 20 Rolls Per Case - Sustainable and Chlorine Free Bath Tissue 03408",170039,50,12,91.6,False,Toilet Paper
FAM02-141,AA Panasonic Batteries,1,family_group,AA Panasonic Batteries,B00JHKSN4O,"Eneloop Panasonic BK-3MCCA16FA AA 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries, 16-Battery Pack",5025,2000,27,90.0,True,AA
FAM02-142,AAA Panasonic Batteries,1,family_group,AAA Panasonic Batteries,B00JHKSMG8,"Eneloop Panasonic BK-4MCCA12FA AAA 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries, 12-Battery Pack",5198,3000,19,89.4,True,AAA
FAM02-143,Panasonic Battery,2,family_group,Panasonic Battery,B0F22CL3CK,"Panasonic Toughbook 54 MK3 Semi-Rugged Laptop, 14"" HD Display, Core i5-7th Gen, 512GB SSD, 32GB, Webcam, DVD Super Multi, Windows 11 Pro, New Battery (Renewed)",1506,0,4,0.0,False,Traditional Laptops
FAM02-144,AA Battery,1,family_group,AA Battery,B09RTVD1GF,"Energizer AA Batteries Alkaline Power, 32 Count Alkaline Double A Battery Pack",55,100000,28,99.2,True,AA
FAM02-145,Energizer AA Battery,1,family_group,Energizer AA Battery,B09RTVD1GF,"Energizer AA Batteries Alkaline Power, 32 Count Alkaline Double A Battery Pack",55,100000,28,99.2,True,AA
FAM02-146,FL Black Table,1,family_group,FL Black Table,B06X9SSHZZ,"Butterfly Balsa Carbo X5 Pro-Line Table Tennis Racket - ITTF Professional Ping Pong Paddle with Tenergy 80 FX Red and Black Table Tennis Rubber - an, FL, ST Grip Styles, Model:CMR176A",382610,0,5,63.3,False,Rackets
FAM02-147,Oz White Swan,13,family_group,Oz White Swan,B0DR3F5M91,"Black Swan 01073 Tub & Tile Caulk 1.5 fl oz Tube, White",264901,0,0,0.0,False,Hardware
