ItemCode,Description,CasePack,Source,Search Query,Best ASIN,Matched Title,BSR,Monthly Sold,Seller Count,Amazon Present %,Amazon Is Buybox,Category
FAM05-050,Heavy Duty Premium,1,family_group,Heavy Duty Premium,B0CSVFGJR5,"Barossa Design Extra Heavy Duty Shower Curtain Liner Clear, 72x72",8,1000,3,0.0,False,Shower Curtain Liners
FAM05-051,Heavy Duty Scrub,1,family_group,Heavy Duty Scrub,B08RFCCBR1,"Amazon Basics Heavy Duty Dual-Sided Scrub Sponges, Reusable, 4.4 x 2.7 x 0.8 in, Yellow/Green, 6-Pack",58,50000,1,89.5,True,Sponges
FAM05-052,Xtra Soap Pads,1,family_group,Xtra Soap Pads,B07FFFYLMV,Xtra Heavy Duty Soap Pads 10 ct,479280,0,26,0.0,False,Cleaning Cloths
FAM05-053,Soap Pads Steel,1,family_group,Soap Pads Steel,B00Q8JPOMQ,"S.O.S. Steel Wool Heavy Duty Soap Scrubbing Pads, 18 Ct.",1175,10000,10,87.7,True,Dishwashing
FAM05-054,Steel Wool Rolls,1,family_group,Steel Wool Rolls,B0DPQKPRND,"3rd Gen Copper Mesh Rodent Control, 100% Pure Copper Wool for Mice & Slugs",779,3000,1,0.0,False,Mesh & Wire Cloth
FAM05-055,Cellulose Sponge Cloths,1,family_group,Cellulose Sponge Cloths,B0CZ3VGLMF,"Swedish Wholesale Dishcloths Reusable 8"" x 7"" Sponge Cloths, Bulk 10 Pack of High Absorbent Cellulose Dish & Kitchen Cleaning Hand Towels, Wring to Dry & Machine Wash, Odor Resistant, Mini Flower",1351,200,1,0.0,False,Dish Cloths & Dish Towels
FAM05-056,Car Boat Wash,1,family_group,Car Boat Wash,B0F543HK6C,"10FT Lightweight Garden Hose,Flexible Water Hose,Kink-Free,Leak-Proof,Swivel Handle Non-Slip,All-Weather 3/4 in. Lead-in Hose for RV,Boat,Car Wash,Garden,Yard,Camper,Outdoor (Orange-Black,10 Ft)",465,800,3,0.0,False,Garden Hoses
FAM05-057,XTRA XTRA Premium,1,family_group,XTRA XTRA Premium,B0B9ZMBHHH,"FLYBYJING Xtra Spicy Sichuan Chili Crisp: Premium Chili Oil w/Crunchy Garlic and Shallots - Spicy, Savory, Vegan, Sugar Free Hot Sauce - Good on Noodles, Proteins, Veggies & Anything, 6oz (Pack of 1)",9907,2000,3,62.8,False,Chili Sauce
FAM05-058,Xtra Anti Microbrial,1,family_group,Xtra Anti Microbrial,,,,,,,,
FAM05-059,Xtra Latex Cellulose,1,family_group,Xtra Latex Cellulose,,,,,,,,
FAM05-060,Heav Duty Pot,1,family_group,Heav Duty Pot,B0CZP12K1V,"3 Packs 13 inches Large Metal Plant Caddy with PU Wheels Heav-Duty Rolling Plant Stands Indoor Outdoor Wheeled Plant Dolly Coasters Flower Pot Mover Rollers Plant Trolley Cart, Plant Saucers Included",36237,0,2,0.0,False,Caddies
FAM05-061,Galvan Pot Scourer,1,family_group,Galvan Pot Scourer,,,,,,,,
FAM05-062,ized Galvanized Pot,1,family_group,ized Galvanized Pot,,,,,,,,
FAM05-063,x52 Bath Towel,1,family_group,x52 Bath Towel,B0D7ZH9SPY,"Waffle Towels for Bathroom - Quick Dry | Thick | Lightweight | 500GSM, 2 Large Bath 28""x52"", 4 Hand 16""x27"", Cotton Polyester Blend Towels, Shower Towel with Hanging Loops, Blue Gray Stripe and White",50661,50,1,0.0,False,Towel Sets
FAM05-064,x19 Bar Mop,1,family_group,x19 Bar Mop,B0915YTBFM,"Avalon Towels Terry Bar Mop Towels (Value Pack of 36) Size 16""x19"" – Absorbent and Durable, Multipurpose Cleaning Rags, Cotton Cleaning Cloths, Terry Cloth Rags, Reusable Shop Rag",31440,0,3,0.0,False,Cleaning Cloths
FAM05-065,AA BM007 Bar,1,family_group,AA BM007 Bar,,,,,,,,
FAM05-066,x12 Dish Cloth,1,family_group,x12 Dish Cloth,B08G19JGDZ,"AIDEA Kitchen Towels-8PK, Dish Towels for Kitchen Grey, Dish Cloth-12”x12”",1949,3000,4,0.0,False,Dish Cloths & Dish Towels
FAM05-067,x25 Kitchen Towel,2,family_group,x25 Kitchen Towel,B0DBFCDGYM,"Flour Sack Towels| Tea Towel for Crafts| Kitchen Dish Cotton Blank Towel for Embroidery|Baking Bread Proofing Linen Cover| Thick Absorbent Quick Dry| 7 Pack 15""x25"" White",3798,200,1,0.0,False,Dish Cloths & Dish Towels
FAM05-068,x12 Wash Cloth,1,family_group,x12 Wash Cloth,B0DZCLN25L,16 Pack Disposable Towels for Travel Compressed Towels Washcloths 23''X12'',7709,100,1,0.0,False,Towels
FAM05-069,Store Fresh Square,1,family_group,Store Fresh Square,B0GCDCTQPN,"TeamFar Cake Pan Lid, 2 PCS Plastic Cover for 9x9 Baking Pan, 9.5""",209291,0,1,0.0,False,Lids
FAM05-070,AR Rack Three,1,family_group,AR Rack Three,B0FTXFZW34,Vaultek RS-PR-A3: Three Pistol & AR Magazine Rack,0,0,0,0.0,False,Gun Holders
FAM05-071,Multipurpose Plastic Storage,2,family_group,Multipurpose Plastic Storage,B0BPM2KBGP,BTSKY 3-Layer Plastic Dividing Storage Box Craft Organizer and Storage,494,4000,5,0.0,False,Storage Boxes & Organizers
FAM05-072,Kitty Container No,4,family_group,Kitty Container No,B0DG1YR7ZB,"Red Rocket Pets Cat Litter Trash Can Kitty Twister Plus, No Smell Litter Storage Container, Litter Disposal System with Scooper and 2X Refill Bags (Standard)",120681,0,3,0.0,False,Litter Waste Receptacles
FAM05-073,AR Plastic Stool,1,family_group,AR Plastic Stool,,,,,,,,
FAM05-074,AR Colors,1,family_group,AR Colors,B0G1C6K6V2,"iGeyzoe 8-Pack Microfiber Lens Cleaning Cloth, Lint-Free & Scratch-Free",24942,1000,1,0.0,False,Cleaning Tissues & Cloths
FAM05-075,Dyna Bucket No,3,family_group,Dyna Bucket No,,,,,,,,
FAM05-076,Cosmos Dustpan Brush,1,family_group,Cosmos Dustpan Brush,B07ML57VHX,Cosmos Set of 2 Mini Dustpan Brush Set Desk Cleaner for Computer Keyboard Pet Cage Waste Cleaning Tool in Office Home Housework,1205673,0,4,0.0,False,Dustpans
FAM05-077,Deep Tub,1,family_group,Deep Tub,B0G1SM7C8H,"OLANLY Small Bathroom Rugs 35x16, Extra Soft Absorbent Chenille Bath Rugs",21,0,0,0.0,False,Bath Rugs
FAM05-078,Oscar Basin,2,family_group,Oscar Basin,B01K957BSE,"Geology and Water Resources of Tularosa Basin, New Mexico (Classic Reprint) by Oscar Edward Meinzer (2015-09-27)",0,0,0,0.0,False,Subjects
FAM05-079,Marshal Tub,1,family_group,Marshal Tub,,,,,,,,
FAM05-080,Swing Bin,2,family_group,Swing Bin,B0FKCLMC2T,"EKO Fandy 0.4 Gal/1.5L Mini Tabletop Trash Bin with Swing-Lid, Desktop Trash Can for Bathroom Countertop, Vanity, Coffee or Office, Small Garbage Bin (Sage)",2194,300,3,98.4,True,Wastebaskets
FAM05-081,Safari Waste Paper,1,family_group,Safari Waste Paper,B0FH37YXG8,Earthly Co. Reusable Paper Towels - 10 Pack - Roll of Washable Cotton Cloth Paper Towels - Paperless Reusable Napkins Cloth Washable - Absorbent + Long Lasting - Zero Waste Products - (Rosé Safari),49875,0,1,0.0,False,Cleaning Cloths
FAM05-082,Grace Basket Big,1,family_group,Grace Basket Big,,,,,,,,
FAM05-083,Phoenix Basket,3,family_group,Phoenix Basket,B0FDVZYG9V,"Warmplants Artificial Palm Tree, 4ft Golden Cane Fake Palm Plant with Basket, Phoenix Palm UV Resistant Faux Plants for Indoor Outdoor Home Garden Patio Office Décor",59193,0,3,0.0,False,Artificial Trees
FAM05-084,Apple BasketMedium,1,family_group,Apple BasketMedium,,,,,,,,
FAM05-085,Voyager Basket,1,family_group,Voyager Basket,B0CXDDQL2N,"JOYSTAR Voyager 10"" Kids Bike for Boys & Girls Ages 1-3 Red",30671,50,3,0.0,False,Kids' Road Bicycles
FAM05-086,Virgo Basket555,1,family_group,Virgo Basket555,,,,,,,,
FAM05-087,Luxor Basket Lid,1,family_group,Luxor Basket Lid,,,,,,,,
FAM05-088,Italy Container,1,family_group,Italy Container,B07D93PY6K,"BEABA Multiportions Premium Quality Silicone Baby Food Freezer Tray with Clip On Lid, Baby Food Storage Container Ice Cube Tray Maker, Made in Italy, Rose, 3 oz",30118,0,2,0.0,False,Food Storage
FAM05-089,Modern Container Plain,2,family_group,Modern Container Plain,B0BV6RMKCS,"Mgiahekc Modern Simple Plain Ceramic Vase, Flower Vase for Office Home Living Room Decoration, Fake Flower Dried Flower Container Ornament,White",0,0,0,0.0,False,Vases
FAM05-090,Super Container,1,family_group,Super Container,B0DLVFS16F,"Farmer's Secret Citrus Tree Booster Fertilizer - Super Concentrated - Formulated for All Citrus Trees Including All Types of Lemons, Limes, and Oranges - Outdoor and Indoor/Container Trees (8oz)",2598,1000,1,0.0,False,Fertilizers & Plant Food
FAM05-091,PLM Spa Lid,1,family_group,PLM Spa Lid,,,,,,,,
FAM05-092,Solitaire Basket Lid,1,family_group,Solitaire Basket Lid,B0CBVFFNZZ,RUSHIL WERE Multipurpose Solitaire Storage Basket with Lid|Strong Plastic Material & Side Grip | Size Small 25 x 19 x 10.5 | Pack of 3 | Multicolor,0,0,0,0.0,False,Shelf Baskets
FAM05-093,Spacio Rack Tier,1,family_group,Spacio Rack Tier,B0FFBMB5KB,"Honey Touch Spacio 5-Tier Multipurpose Storage Rack | Metal & Wood Shelf for Kitchen, Living Room, Bedroom | Space-Saving Organizer with Hooks (Frosty White)",0,0,0,0.0,False,Standing Shelf Units
FAM05-094,DAYS Candle White,1,family_group,DAYS Candle White,B0H1NR4283,"Yankee Candle Scented Car Air Freshener 3-Pack, Hanging Car Jars",178061,100,3,94.1,True,Jar Candles
FAM05-095,DAYS Candle Red,2,family_group,DAYS Candle Red,B0DPLR2BB7,"AROBA 4 x LED Grave Candles, Funeral Light, Flickering Effect Like Real Candle, Long Burning Time up to 120 Days, Reusable Cemetery Candle, Memorial Candle, Red, Includes Selection of Saints",592544,0,0,0.0,False,Flameless Candles
FAM05-096,SELDNAC DAYS Candle,1,family_group,SELDNAC DAYS Candle,,,,,,,,
FAM05-097,DAYS Candle Yellow,1,family_group,DAYS Candle Yellow,B0GMPV5W3G,"Sailnovo 18 Eggs Incubator Fully Automatic, Reversible Display, Hatching Days, Humidity Level, Automatic Turning & Stop, Egg Candle - 360° View Poultry (Yellow)",505242,0,0,0.0,False,Incubators
FAM05-098,DAYS Candle Blue,1,family_group,DAYS Candle Blue,B0FP9K8ML1,"Corciosy Incense Holder for Sticks (9 Holes) and Cones, Handmade Ceramic Incense Ash Catcher for Meditation, Yoga, SPA Days, Relaxing, Home Decor, Candle Holder, Easy to Clean, Leaf-Shape (Dark Blue)",1604586,0,1,0.0,False,Incense Holders
FAM05-099,DAYS Candle Rose,1,family_group,DAYS Candle Rose,B0BQ5F8QK9,"Sweet Water Decor, No Bad Days Candle | Vanilla, Rose, Lavender, Grapefruit, Rhubarb & Mint Scented Soy Wax Candle for Home | 9oz Jar Candle with Gold Lid, 40 Hour Burn Time, Made in The USA",51098,0,1,0.0,False,
FAM05-100,DAYS Candle Pink,1,family_group,DAYS Candle Pink,B0H1NFQ8Q8,"Yankee Candle Scented Car Air Freshener 3-Pack, Hanging Car Jars",496380,50,2,92.0,False,Jar Candles
FAM05-101,DAYS Candle Black,1,family_group,DAYS Candle Black,B071XX5J28,"Yankee Candle Scented Car Air Freshener 3-Pack, Hanging Car Jars",1332,700,30,95.6,True,Air Fresheners
FAM05-102,DAYS Candle Virgin,1,family_group,DAYS Candle Virgin,B0H2NL3PHD,"Candle of the Virgin of Guadalupe - Pack of 1 Unit - White Paraffin Candle in Glass Container, 21 cm - Prayer Candle - GOYA - Long Lasting (7 Days) for Peace and Blessing - NEXU",0,0,0,0.0,False,Devotional Candles
FAM05-103,DAYS Candle Virigin,1,family_group,DAYS Candle Virigin,,,,,,,,
FAM05-104,SCENTED Days Candle,1,family_group,SCENTED Days Candle,B071XX5J28,"Yankee Candle Scented Car Air Freshener 3-Pack, Hanging Car Jars",1332,700,30,95.6,True,Air Fresheners
FAM05-105,DAYS Candle DAYS,1,family_group,DAYS Candle DAYS,B071XX5J28,"Yankee Candle Scented Car Air Freshener 3-Pack, Hanging Car Jars",1332,700,30,95.6,True,Air Fresheners
FAM05-106,DAYS Candle Santa,1,family_group,DAYS Candle Santa,B0H9GNDM9J,3D Silicone Candle Mold Non-Stick Wax Mold is Suitable for Candle Making Aromatherapy molds-7 to 15 Days Fast delivery (Santa Claus GJ-101),1264161,0,0,0.0,False,Molds
FAM05-107,DAYS Candle Ntra,1,family_group,DAYS Candle Ntra,,,,,,,,
FAM05-108,DAYS Candle Sagrado,1,family_group,DAYS Candle Sagrado,,,,,,,,
FAM05-109,SELDNAC Large White,1,family_group,SELDNAC Large White,,,,,,,,
FAM05-110,Tealight Candle Honey,1,family_group,Tealight Candle Honey,B0847HP8W8,100 Tealight Beeswax Candles BULK 100% Natural Handcrafted in USA/Clear Cup Tea Lights/Wedding/Event/Party/Holiday/Clean Burning Emergency Candle/Unscented with Natural Honey Aroma,75450,0,0,0.0,False,Candles
FAM05-111,Tealight Candle Pine,1,family_group,Tealight Candle Pine,B0BNZFST9K,Petekoğlu Natural Honeycomb Wax Candle Pine Tree Beeswax Candle Tealight Beeswax Candle,87186,0,1,0.0,False,Tea Lights
FAM05-112,Jar Candle Pine,1,family_group,Jar Candle Pine,B08DTMYKJL,"Sweet Water Decor Warm and Cozy Candle, Pine, Cinnamon & Fir Balsam Scent",113,50,1,0.0,False,Jar Candles
FAM05-113,Wick Candle Pine,1,family_group,Wick Candle Pine,B0C3Z9X6CQ,"Arctic Wicks Arctic Nights Candle, 16oz Double Wick, Coconut Beeswax",366,0,1,0.0,False,Candles
FAM05-114,Scented Candle Wizard,21,family_group,Scented Candle Wizard,B0DXWMN3JD,"Homesick Scented Candles for Home (Wizard of Oz, Yellow Brick Road) - 13.75 oz Long-Lasting Soy Wax Jar Candle for Women & Men for All Occasions, 60-80 Hours Burn Time",605236,0,2,0.0,False,Jar Candles
FAM05-115,IM IM Scented,1,family_group,IM IM Scented,B0BKZ7W49D,The Improper Mug Funny Retirement Candle for Dad A Wise Man Once Said Im Outta Here Divorce New Job Promotion Ideas for Men Retired Coworker Boss 9 Oz. Vanilla Scented,2131891,0,0,0.0,False,Glassware & Drinkware
FAM05-116,SELDNAC Scented Candle,1,family_group,SELDNAC Scented Candle,,,,,,,,
FAM05-117,Candle Tealight Box,1,family_group,Candle Tealight Box,B0DSZYDZ32,"Voaesdk Flower Bowl Resin Molds, 2PCS Lotus Tray Silicone Molds",81846,50,1,0.0,False,Resin Casting Molds
FAM05-118,30yd Duct Tape,1,family_group,30yd Duct Tape,B0G38DR4YC,"Heavy Duty Duct Tape 2"" x 30Yd Waterproof Cloth Tape 1 Roll Black",7160,700,2,0.0,False,Duct Tape
FAM05-119,50yd Duct Tape,1,family_group,50yd Duct Tape,B0CP2FDFNN,"360Tronics Heavy Duty Black Duct Tape 2in x 50yd, No Residue and Tearable Multi-Purpose Adhesive Tape Waterproof for Packaging, Patching, Binding, Sealing and DIY Projects (3-roll Pack)",237380,0,1,0.0,False,Duct Tape
FAM05-120,200yd Super Clear,1,family_group,200yd Super Clear,,,,,,,,
FAM05-121,200yd Clear Tape,1,family_group,200yd Clear Tape,,,,,,,,
FAM05-122,50yd X10 Yards,1,family_group,50yd X10 Yards,,,,,,,,
FAM05-123,X10 Yards Duct,1,family_group,X10 Yards Duct,,,,,,,,
FAM05-124,AA X100 Yards,1,family_group,AA X100 Yards,,,,,,,,
FAM05-125,X100 Yards Super,1,family_group,X100 Yards Super,,,,,,,,
FAM05-126,55yd Shipping Packing,1,family_group,55yd Shipping Packing,B0D3T3F8VV,"TAPEBEAR Packing Tape with Dispenser, 2.6mil Thick, 1.88"" x 55yd",15237,500,1,0.0,False,Packing Tape
FAM05-127,X50 Yards Brown,1,family_group,X50 Yards Brown,B0BG1RF3CP,LEEQE Double Face Brown Satin Ribbon 3/8 inch X50 Yards Polyester Brown Ribbon for Gift Wrapping Very Suitable for Weddings Party Invitation Decorations and More,415,0,1,0.0,False,Ribbons
FAM05-128,X55 Yards Carton,1,family_group,X55 Yards Carton,,,,,,,,
FAM05-129,SEPAT X50 Feet,1,family_group,SEPAT X50 Feet,,,,,,,,
FAM05-130,100yd Packing Tape,1,family_group,100yd Packing Tape,B075QK4HYQ,"Set of 3-2"" X 100yd Heavy Duty Sealing Tape Rolls - Sealing Clear Packing/Shipping/Box Tape! Perfect for Your Office or Projects!",0,0,0,0.0,False,Packing Tape
